track_uri,track_name,artist_name,artist_uri,album,track_pop,year_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
43PuMrRfbyyuz4QpZ3oAwN,Exchange,Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,T R A P S O U L,77,2015-10-02,0.525,0.433,6,-10.598,1,0.185,0.107,0.0,0.135,0.276,160.108,audio_features,43PuMrRfbyyuz4QpZ3oAwN,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,https://api.spotify.com/v1/tracks/43PuMrRfbyyuz4QpZ3oAwN,https://api.spotify.com/v1/audio-analysis/43PuMrRfbyyuz4QpZ3oAwN,194613,4,rnb
3tZs3nVjySLbL320lP4mvs,Focus,H.E.R.,3Y7RZ31TRPVadSFVy1o8os,H.E.R.,64,2017-10-20,0.414,0.314,1,-12.943,0,0.0548,0.25,1.47e-05,0.117,0.09,84.993,audio_features,3tZs3nVjySLbL320lP4mvs,spotify:track:3tZs3nVjySLbL320lP4mvs,https://api.spotify.com/v1/tracks/3tZs3nVjySLbL320lP4mvs,https://api.spotify.com/v1/audio-analysis/3tZs3nVjySLbL320lP4mvs,200133,4,rnb
0fgZUSa7D7aVvv3GfO0A1n,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,0f5nVCcR06GX8Qikz0COtT,Sex Playlist,71,2014-12-02,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,audio_features,0fgZUSa7D7aVvv3GfO0A1n,spotify:track:0fgZUSa7D7aVvv3GfO0A1n,https://api.spotify.com/v1/tracks/0fgZUSa7D7aVvv3GfO0A1n,https://api.spotify.com/v1/audio-analysis/0fgZUSa7D7aVvv3GfO0A1n,226581,4,rnb
7DfFc7a6Rwfi3YQMRbDMau,Thinkin Bout You,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,channel ORANGE,77,2012-07-10,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,audio_features,7DfFc7a6Rwfi3YQMRbDMau,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/tracks/7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/audio-analysis/7DfFc7a6Rwfi3YQMRbDMau,200747,4,rnb
0vvKyFjX1hzSwpNtVwnJ2H,Can't Raise a Man,K. Michelle,2retT7MFwHDVTeGKDdybEx,Rebellious Soul,57,2013-08-05,0.623,0.677,5,-5.215,1,0.0639,0.0233,0.0,0.0724,0.182,151.804,audio_features,0vvKyFjX1hzSwpNtVwnJ2H,spotify:track:0vvKyFjX1hzSwpNtVwnJ2H,https://api.spotify.com/v1/tracks/0vvKyFjX1hzSwpNtVwnJ2H,https://api.spotify.com/v1/audio-analysis/0vvKyFjX1hzSwpNtVwnJ2H,208040,4,rnb
4at3d5QWnlibMVN75ECDrp,Pretty Little Fears (feat. J. Cole),6LACK,4IVAbR2w4JJNJDDRFP3E83,East Atlanta Love Letter,74,2018-09-14,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099,audio_features,4at3d5QWnlibMVN75ECDrp,spotify:track:4at3d5QWnlibMVN75ECDrp,https://api.spotify.com/v1/tracks/4at3d5QWnlibMVN75ECDrp,https://api.spotify.com/v1/audio-analysis/4at3d5QWnlibMVN75ECDrp,240342,4,rnb
5WoaF1B5XIEnWfmb5NZikf,Sky Walker (feat. Travis Scott),Miguel,360IAlyVv4PCEVjgyMZrxK,War & Leisure,74,2017-12-01,0.674,0.506,6,-10.532,1,0.0434,0.173,0.0,0.0866,0.183,145.965,audio_features,5WoaF1B5XIEnWfmb5NZikf,spotify:track:5WoaF1B5XIEnWfmb5NZikf,https://api.spotify.com/v1/tracks/5WoaF1B5XIEnWfmb5NZikf,https://api.spotify.com/v1/audio-analysis/5WoaF1B5XIEnWfmb5NZikf,259333,4,rnb
6XDSSxwOntlKPkE6wVzucb,Put It Down (feat. Chris Brown),Brandy,05oH07COxkXKIMt6mIPRee,Two Eleven (Deluxe Version),55,2012-10-15,0.761,0.413,0,-8.104,1,0.195,0.019,0.0,0.0829,0.595,141.056,audio_features,6XDSSxwOntlKPkE6wVzucb,spotify:track:6XDSSxwOntlKPkE6wVzucb,https://api.spotify.com/v1/tracks/6XDSSxwOntlKPkE6wVzucb,https://api.spotify.com/v1/audio-analysis/6XDSSxwOntlKPkE6wVzucb,246213,4,rnb
7AZiZMup0bLK5f4A2jRMpP,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,Grateful,48,2017-06-20,0.595,0.679,8,-3.097,1,0.0773,0.0269,0.0,0.128,0.643,97.421,audio_features,7AZiZMup0bLK5f4A2jRMpP,spotify:track:7AZiZMup0bLK5f4A2jRMpP,https://api.spotify.com/v1/tracks/7AZiZMup0bLK5f4A2jRMpP,https://api.spotify.com/v1/audio-analysis/7AZiZMup0bLK5f4A2jRMpP,204170,4,rnb
6rbhWExtuchhpLC5fHnB8n,Motivation,Kelly Rowland,3AuMNF8rQAKOzjYppFNAoB,Here I Am (Deluxe Version),64,2011-01-01,0.744,0.672,9,-5.589,0,0.0418,0.187,0.000123,0.105,0.266,140.889,audio_features,6rbhWExtuchhpLC5fHnB8n,spotify:track:6rbhWExtuchhpLC5fHnB8n,https://api.spotify.com/v1/tracks/6rbhWExtuchhpLC5fHnB8n,https://api.spotify.com/v1/audio-analysis/6rbhWExtuchhpLC5fHnB8n,230560,4,rnb
01IyLgH29kt46qu8hdwf8G,You & I,Avant,0AunegKKH2ys98aLxq8G1A,Face The Music,57,2013-01-01,0.55,0.524,3,-4.822,0,0.0327,0.144,0.0,0.24,0.285,130.672,audio_features,01IyLgH29kt46qu8hdwf8G,spotify:track:01IyLgH29kt46qu8hdwf8G,https://api.spotify.com/v1/tracks/01IyLgH29kt46qu8hdwf8G,https://api.spotify.com/v1/audio-analysis/01IyLgH29kt46qu8hdwf8G,234400,4,rnb
152lZdxL1OR0ZMW6KquMif,Location,Khalid,6LuN9FCkKOj5PcnpouEgny,American Teen,79,2017-04-27,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,audio_features,152lZdxL1OR0ZMW6KquMif,spotify:track:152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,219080,4,rnb
2IpGdrWvIZipmaxo1YRxw5,Bottoms Up (feat. Nicki Minaj),Trey Songz,2iojnBLj0qIMiKPvVhLnsH,"Passion, Pain & Pleasure",1,2010-09-13,0.845,0.601,1,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74.008,audio_features,2IpGdrWvIZipmaxo1YRxw5,spotify:track:2IpGdrWvIZipmaxo1YRxw5,https://api.spotify.com/v1/tracks/2IpGdrWvIZipmaxo1YRxw5,https://api.spotify.com/v1/audio-analysis/2IpGdrWvIZipmaxo1YRxw5,242013,4,rnb
1zi7xx7UVEFkmKfv06H8x0,One Dance,Drake,3TVXtAsR1Inumwj472S9r4,Views,86,2016-05-06,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,audio_features,1zi7xx7UVEFkmKfv06H8x0,spotify:track:1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,173987,4,rnb
6IUiqtI8tE49sqGbmtrNd8,There Goes My Baby,Usher,23zg3TcAtWQy7J6upgbUnj,Raymond v Raymond (Expanded Edition),59,2010-03-30,0.626,0.52,9,-8.077,0,0.0892,0.175,0.0,0.13,0.257,77.468,audio_features,6IUiqtI8tE49sqGbmtrNd8,spotify:track:6IUiqtI8tE49sqGbmtrNd8,https://api.spotify.com/v1/tracks/6IUiqtI8tE49sqGbmtrNd8,https://api.spotify.com/v1/audio-analysis/6IUiqtI8tE49sqGbmtrNd8,281293,4,rnb
5BrTUo0xP1wKXLJWUaGFtk,Loyal (feat. Lil Wayne & Tyga),Chris Brown,7bXgB6jMjp9ATFy66eO08Z,X (Expanded Edition),73,2014-09-16,0.841,0.522,10,-5.963,0,0.049,0.0168,1.37e-06,0.188,0.616,99.059,audio_features,5BrTUo0xP1wKXLJWUaGFtk,spotify:track:5BrTUo0xP1wKXLJWUaGFtk,https://api.spotify.com/v1/tracks/5BrTUo0xP1wKXLJWUaGFtk,https://api.spotify.com/v1/audio-analysis/5BrTUo0xP1wKXLJWUaGFtk,264947,4,rnb
3fLBmhcgWkPI47LfVQ8paB,Love and War,Tamar Braxton,1MT1Wz4G9Z9EVOg4L5zZMS,Love and War,55,2013-09-03,0.27,0.58,8,-5.717,0,0.039,0.469,0.0,0.343,0.242,179.919,audio_features,3fLBmhcgWkPI47LfVQ8paB,spotify:track:3fLBmhcgWkPI47LfVQ8paB,https://api.spotify.com/v1/tracks/3fLBmhcgWkPI47LfVQ8paB,https://api.spotify.com/v1/audio-analysis/3fLBmhcgWkPI47LfVQ8paB,241920,3,rnb
4frLb7nWtsz2ymBE6k2GRP,Earned It (Fifty Shades Of Grey),The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Beauty Behind The Madness,74,2015-08-28,0.659,0.291,2,-8.275,0,0.0348,0.405,0.0,0.0771,0.406,119.829,audio_features,4frLb7nWtsz2ymBE6k2GRP,spotify:track:4frLb7nWtsz2ymBE6k2GRP,https://api.spotify.com/v1/tracks/4frLb7nWtsz2ymBE6k2GRP,https://api.spotify.com/v1/audio-analysis/4frLb7nWtsz2ymBE6k2GRP,277680,3,rnb
