track_uri,track_name,artist_name,artist_info,artist_uri,artist_popularity,artist_genre,album,track_pop,year_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
0mDRuZmReEm6DquPLJlcEm,Oleku (feat. Brymo),Ice Prince,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1sSt1DqqqFLkPwfrqafVyn'}, 'followers': {'href': None, 'total': 127483}, 'genres': ['afro dancehall', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/1sSt1DqqqFLkPwfrqafVyn', 'id': '1sSt1DqqqFLkPwfrqafVyn', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc09422d4663ad4c45deebd29', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c09422d4663ad4c45deebd29', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c09422d4663ad4c45deebd29', 'width': 160}], 'name': 'Ice Prince', 'popularity': 54, 'type': 'artist', 'uri': 'spotify:artist:1sSt1DqqqFLkPwfrqafVyn'}",1sSt1DqqqFLkPwfrqafVyn,54,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",Oleku (feat. Brymo),47,2010-09-21,0.544,0.73,1.0,-4.299,0.0,0.144,0.344,1.36e-06,0.14,0.751,162.112,audio_features,0mDRuZmReEm6DquPLJlcEm,spotify:track:0mDRuZmReEm6DquPLJlcEm,https://api.spotify.com/v1/tracks/0mDRuZmReEm6DquPLJlcEm,https://api.spotify.com/v1/audio-analysis/0mDRuZmReEm6DquPLJlcEm,291364.0,5.0,afrobeats
1tvi8tv0eykhNcV1WtaIqO,Move Back,5five,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/37zb1JQnDV9dRLatrASEj1'}, 'followers': {'href': None, 'total': 6190}, 'genres': ['afro dancehall', 'azonto', 'hiplife'], 'href': 'https://api.spotify.com/v1/artists/37zb1JQnDV9dRLatrASEj1', 'id': '37zb1JQnDV9dRLatrASEj1', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273685fad9ab46263f6409bc6a4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02685fad9ab46263f6409bc6a4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851685fad9ab46263f6409bc6a4', 'width': 64}], 'name': '5five', 'popularity': 29, 'type': 'artist', 'uri': 'spotify:artist:37zb1JQnDV9dRLatrASEj1'}",37zb1JQnDV9dRLatrASEj1,29,"['afro dancehall', 'azonto', 'hiplife']",Move Back,41,2011-04-08,0.793,0.734,11.0,-9.252,0.0,0.0981,0.323,1.64e-06,0.777,0.793,125.032,audio_features,1tvi8tv0eykhNcV1WtaIqO,spotify:track:1tvi8tv0eykhNcV1WtaIqO,https://api.spotify.com/v1/tracks/1tvi8tv0eykhNcV1WtaIqO,https://api.spotify.com/v1/audio-analysis/1tvi8tv0eykhNcV1WtaIqO,237107.0,4.0,afrobeats
5YgyvTZmdkIfFOnj8ri8mZ,Pakurumo,WizKid,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3tVQdUvClmAT7URs9V3rsp'}, 'followers': {'href': None, 'total': 1939014}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3tVQdUvClmAT7URs9V3rsp', 'id': '3tVQdUvClmAT7URs9V3rsp', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9050b61368975fda051cdc06', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749050b61368975fda051cdc06', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789050b61368975fda051cdc06', 'width': 160}], 'name': 'WizKid', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:3tVQdUvClmAT7URs9V3rsp'}",3tVQdUvClmAT7URs9V3rsp,80,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",Superstar,45,2011-07-01,0.879,0.737,2.0,-5.412,1.0,0.0421,0.525,0.00576,0.268,0.967,119.99,audio_features,5YgyvTZmdkIfFOnj8ri8mZ,spotify:track:5YgyvTZmdkIfFOnj8ri8mZ,https://api.spotify.com/v1/tracks/5YgyvTZmdkIfFOnj8ri8mZ,https://api.spotify.com/v1/audio-analysis/5YgyvTZmdkIfFOnj8ri8mZ,212006.0,4.0,afrobeats
2cWdhA4ZDBvYuHRKKIPT3k,The Matter (feat. Wizkid),Maleek Berry,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/520qA5VGL9iI0SbmEnTVNg'}, 'followers': {'href': None, 'total': 341163}, 'genres': ['afro dancehall', 'afropop', 'azontobeats', 'nigerian pop', 'swedish dancehall', 'uk dancehall'], 'href': 'https://api.spotify.com/v1/artists/520qA5VGL9iI0SbmEnTVNg', 'id': '520qA5VGL9iI0SbmEnTVNg', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb71a77497bafefd73bf082ba8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517471a77497bafefd73bf082ba8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17871a77497bafefd73bf082ba8', 'width': 160}], 'name': 'Maleek Berry', 'popularity': 60, 'type': 'artist', 'uri': 'spotify:artist:520qA5VGL9iI0SbmEnTVNg'}",520qA5VGL9iI0SbmEnTVNg,60,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian pop', 'swedish dancehall', 'uk dancehall']",The Matter (feat. Wizkid),45,2013-03-10,0.697,0.841,2.0,-6.782,1.0,0.271,0.224,0.0,0.336,0.808,103.07,audio_features,2cWdhA4ZDBvYuHRKKIPT3k,spotify:track:2cWdhA4ZDBvYuHRKKIPT3k,https://api.spotify.com/v1/tracks/2cWdhA4ZDBvYuHRKKIPT3k,https://api.spotify.com/v1/audio-analysis/2cWdhA4ZDBvYuHRKKIPT3k,198058.0,4.0,afrobeats
4voOsb8qpJ569JaMiGAyrl,Slow Down (feat. Wiz Kid),R2Bees,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LFsP7WPfu5inz9a1amcE4'}, 'followers': {'href': None, 'total': 94628}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'ghanaian pop', 'hiplife'], 'href': 'https://api.spotify.com/v1/artists/0LFsP7WPfu5inz9a1amcE4', 'id': '0LFsP7WPfu5inz9a1amcE4', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb42f0b7e5c0068e335f113ed2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517442f0b7e5c0068e335f113ed2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17842f0b7e5c0068e335f113ed2', 'width': 160}], 'name': 'R2Bees', 'popularity': 52, 'type': 'artist', 'uri': 'spotify:artist:0LFsP7WPfu5inz9a1amcE4'}",0LFsP7WPfu5inz9a1amcE4,52,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'ghanaian pop', 'hiplife']",Refuse to Be Broke: Da Revolution 2,49,2014,0.52,0.717,6.0,-3.006,0.0,0.389,0.116,0.0,0.249,0.704,135.55,audio_features,4voOsb8qpJ569JaMiGAyrl,spotify:track:4voOsb8qpJ569JaMiGAyrl,https://api.spotify.com/v1/tracks/4voOsb8qpJ569JaMiGAyrl,https://api.spotify.com/v1/audio-analysis/4voOsb8qpJ569JaMiGAyrl,261547.0,5.0,afrobeats
4bv9fcxjNNBDP6GNAgrvbp,Like to Party,Burna Boy,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3wcj11K77LjEY1PkEazffa'}, 'followers': {'href': None, 'total': 2122461}, 'genres': ['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3wcj11K77LjEY1PkEazffa', 'id': '3wcj11K77LjEY1PkEazffa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1e6f47b5beb55b52cbece502', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741e6f47b5beb55b52cbece502', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781e6f47b5beb55b52cbece502', 'width': 160}], 'name': 'Burna Boy', 'popularity': 79, 'type': 'artist', 'uri': 'spotify:artist:3wcj11K77LjEY1PkEazffa'}",3wcj11K77LjEY1PkEazffa,79,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",Like to Party,40,2012-05-30,0.451,0.717,7.0,-6.972,1.0,0.338,0.136,0.0,0.121,0.757,108.955,audio_features,4bv9fcxjNNBDP6GNAgrvbp,spotify:track:4bv9fcxjNNBDP6GNAgrvbp,https://api.spotify.com/v1/tracks/4bv9fcxjNNBDP6GNAgrvbp,https://api.spotify.com/v1/audio-analysis/4bv9fcxjNNBDP6GNAgrvbp,246400.0,3.0,afrobeats
5uQdQMW0TshEPngJC0pPSg,Yahooze,Olu Maintain,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0MhOwPj45dpyuqe8pxKXoc'}, 'followers': {'href': None, 'total': 26341}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'naija old school'], 'href': 'https://api.spotify.com/v1/artists/0MhOwPj45dpyuqe8pxKXoc', 'id': '0MhOwPj45dpyuqe8pxKXoc', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27366639a52486be85949fd1cc1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0266639a52486be85949fd1cc1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485166639a52486be85949fd1cc1', 'width': 64}], 'name': 'Olu Maintain', 'popularity': 28, 'type': 'artist', 'uri': 'spotify:artist:0MhOwPj45dpyuqe8pxKXoc'}",0MhOwPj45dpyuqe8pxKXoc,28,"['afro dancehall', 'afropop', 'azonto', 'naija old school']",Olu Maintain,38,2017-08-10,0.83,0.707,5.0,-7.325,1.0,0.0778,0.0688,0.0,0.122,0.821,112.978,audio_features,5uQdQMW0TshEPngJC0pPSg,spotify:track:5uQdQMW0TshEPngJC0pPSg,https://api.spotify.com/v1/tracks/5uQdQMW0TshEPngJC0pPSg,https://api.spotify.com/v1/audio-analysis/5uQdQMW0TshEPngJC0pPSg,255713.0,4.0,afrobeats
07ANhZt44fsOCbHYq3MYPc,Bumper To Bumper,Wande Coal,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1fYVmAFB7sC7eDoF3mJXla'}, 'followers': {'href': None, 'total': 281731}, 'genres': ['afro dancehall', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/1fYVmAFB7sC7eDoF3mJXla', 'id': '1fYVmAFB7sC7eDoF3mJXla', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4cc61e03fccf8573d5e9893e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744cc61e03fccf8573d5e9893e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784cc61e03fccf8573d5e9893e', 'width': 160}], 'name': 'Wande Coal', 'popularity': 59, 'type': 'artist', 'uri': 'spotify:artist:1fYVmAFB7sC7eDoF3mJXla'}",1fYVmAFB7sC7eDoF3mJXla,59,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",Best Of Wande Coal,0,2016-08-24,0.771,0.735,5.0,-9.162,0.0,0.116,0.148,0.0,0.288,0.385,119.983,audio_features,07ANhZt44fsOCbHYq3MYPc,spotify:track:07ANhZt44fsOCbHYq3MYPc,https://api.spotify.com/v1/tracks/07ANhZt44fsOCbHYq3MYPc,https://api.spotify.com/v1/audio-analysis/07ANhZt44fsOCbHYq3MYPc,225933.0,4.0,afrobeats
02zOOqmlnTCtLPg98cTqPw,Dami Duro,Davido,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Y3agQaa6g2r0YmHPOO9rh'}, 'followers': {'href': None, 'total': 1293314}, 'genres': ['afropop', 'ghanaian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/0Y3agQaa6g2r0YmHPOO9rh', 'id': '0Y3agQaa6g2r0YmHPOO9rh', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb19947aac2283d92cae699753', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517419947aac2283d92cae699753', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17819947aac2283d92cae699753', 'width': 160}], 'name': 'Davido', 'popularity': 72, 'type': 'artist', 'uri': 'spotify:artist:0Y3agQaa6g2r0YmHPOO9rh'}",0Y3agQaa6g2r0YmHPOO9rh,72,"['afropop', 'ghanaian hip hop', 'nigerian pop']",Best Of Davido,0,2020-02-05,0.659,0.995,0.0,-0.735,0.0,0.194,0.188,0.0,0.216,0.707,124.983,audio_features,02zOOqmlnTCtLPg98cTqPw,spotify:track:02zOOqmlnTCtLPg98cTqPw,https://api.spotify.com/v1/tracks/02zOOqmlnTCtLPg98cTqPw,https://api.spotify.com/v1/audio-analysis/02zOOqmlnTCtLPg98cTqPw,250251.0,4.0,afrobeats
5JEw4FrNlWmHxgBkw0jbEj,Gongo Aso,9ice,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0AJdNiFdUdmiU2TNg5fSzH'}, 'followers': {'href': None, 'total': 85715}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/0AJdNiFdUdmiU2TNg5fSzH', 'id': '0AJdNiFdUdmiU2TNg5fSzH', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2b4d9e5ce606a9159f980d45', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742b4d9e5ce606a9159f980d45', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782b4d9e5ce606a9159f980d45', 'width': 160}], 'name': '9ice', 'popularity': 41, 'type': 'artist', 'uri': 'spotify:artist:0AJdNiFdUdmiU2TNg5fSzH'}",0AJdNiFdUdmiU2TNg5fSzH,41,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",Gongo Aso,0,2008-01-01,0.824,0.965,4.0,-2.742,1.0,0.0409,0.245,9.84e-05,0.0983,0.902,110.03,audio_features,5JEw4FrNlWmHxgBkw0jbEj,spotify:track:5JEw4FrNlWmHxgBkw0jbEj,https://api.spotify.com/v1/tracks/5JEw4FrNlWmHxgBkw0jbEj,https://api.spotify.com/v1/audio-analysis/5JEw4FrNlWmHxgBkw0jbEj,224307.0,4.0,afrobeats
6C6xlP5zYRhYSNI5ORl6Wd,Don't Dull,WizKid,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3tVQdUvClmAT7URs9V3rsp'}, 'followers': {'href': None, 'total': 1939014}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3tVQdUvClmAT7URs9V3rsp', 'id': '3tVQdUvClmAT7URs9V3rsp', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9050b61368975fda051cdc06', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749050b61368975fda051cdc06', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789050b61368975fda051cdc06', 'width': 160}], 'name': 'WizKid', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:3tVQdUvClmAT7URs9V3rsp'}",3tVQdUvClmAT7URs9V3rsp,80,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",Superstar,48,2011-07-01,0.816,0.799,8.0,-2.173,0.0,0.238,0.531,0.0,0.0834,0.925,110.008,audio_features,6C6xlP5zYRhYSNI5ORl6Wd,spotify:track:6C6xlP5zYRhYSNI5ORl6Wd,https://api.spotify.com/v1/tracks/6C6xlP5zYRhYSNI5ORl6Wd,https://api.spotify.com/v1/audio-analysis/6C6xlP5zYRhYSNI5ORl6Wd,279353.0,4.0,afrobeats
1rVyxy6CRo3dB5z5oNKZfc,Swagger,Ruff-N-Smooth,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4KSIIR6dY7MPuq5WRWfS56'}, 'followers': {'href': None, 'total': 15623}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'hiplife', 'sierra leonean pop'], 'href': 'https://api.spotify.com/v1/artists/4KSIIR6dY7MPuq5WRWfS56', 'id': '4KSIIR6dY7MPuq5WRWfS56', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737841f60d333cb6d6c5959c96', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027841f60d333cb6d6c5959c96', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517841f60d333cb6d6c5959c96', 'width': 64}], 'name': 'Ruff-N-Smooth', 'popularity': 32, 'type': 'artist', 'uri': 'spotify:artist:4KSIIR6dY7MPuq5WRWfS56'}",4KSIIR6dY7MPuq5WRWfS56,32,"['afro dancehall', 'afropop', 'azonto', 'hiplife', 'sierra leonean pop']",Life Is Rough & Smooth,39,2011-04-29,0.747,0.78,9.0,-10.149,0.0,0.0398,0.23,0.0,0.11,0.915,109.991,audio_features,1rVyxy6CRo3dB5z5oNKZfc,spotify:track:1rVyxy6CRo3dB5z5oNKZfc,https://api.spotify.com/v1/tracks/1rVyxy6CRo3dB5z5oNKZfc,https://api.spotify.com/v1/audio-analysis/1rVyxy6CRo3dB5z5oNKZfc,283220.0,4.0,afrobeats
2oiMs23DJaCEj0KSj6ZOjv,Kolom,BukBak,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1E0CW7edfYKv66MrCVSnmV'}, 'followers': {'href': None, 'total': 116}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/1E0CW7edfYKv66MrCVSnmV', 'id': '1E0CW7edfYKv66MrCVSnmV', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27341681b5ad8c5936812d0f862', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0241681b5ad8c5936812d0f862', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485141681b5ad8c5936812d0f862', 'width': 64}], 'name': 'BukBak', 'popularity': 24, 'type': 'artist', 'uri': 'spotify:artist:1E0CW7edfYKv66MrCVSnmV'}",1E0CW7edfYKv66MrCVSnmV,24,[],Kolom,38,2012-04-02,0.765,0.861,8.0,-2.81,1.0,0.165,0.209,0.0,0.345,0.905,127.978,audio_features,2oiMs23DJaCEj0KSj6ZOjv,spotify:track:2oiMs23DJaCEj0KSj6ZOjv,https://api.spotify.com/v1/tracks/2oiMs23DJaCEj0KSj6ZOjv,https://api.spotify.com/v1/audio-analysis/2oiMs23DJaCEj0KSj6ZOjv,280738.0,4.0,afrobeats
7vpMQ2vmU6O2qFG7aNKwiL,Skin Tight (feat. Efya),Mr Eazi,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4TAoP0f9OuWZUesao43xUW'}, 'followers': {'href': None, 'total': 686914}, 'genres': ['afro dancehall', 'afropop', 'ghanaian hip hop', 'nigerian pop', 'swedish dancehall'], 'href': 'https://api.spotify.com/v1/artists/4TAoP0f9OuWZUesao43xUW', 'id': '4TAoP0f9OuWZUesao43xUW', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7539239e9e875caf1e7a7ed9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747539239e9e875caf1e7a7ed9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787539239e9e875caf1e7a7ed9', 'width': 160}], 'name': 'Mr Eazi', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:4TAoP0f9OuWZUesao43xUW'}",4TAoP0f9OuWZUesao43xUW,71,"['afro dancehall', 'afropop', 'ghanaian hip hop', 'nigerian pop', 'swedish dancehall']",Skin Tight (feat. Efya),0,2015-08-31,0.654,0.439,9.0,-7.114,0.0,0.263,0.152,1.11e-05,0.111,0.512,111.358,audio_features,7vpMQ2vmU6O2qFG7aNKwiL,spotify:track:7vpMQ2vmU6O2qFG7aNKwiL,https://api.spotify.com/v1/tracks/7vpMQ2vmU6O2qFG7aNKwiL,https://api.spotify.com/v1/audio-analysis/7vpMQ2vmU6O2qFG7aNKwiL,248627.0,3.0,afrobeats
1XD2smsByGKUCgHhyZyVtF,Amorawa - Bonus Track,Wande Coal,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1fYVmAFB7sC7eDoF3mJXla'}, 'followers': {'href': None, 'total': 281731}, 'genres': ['afro dancehall', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/1fYVmAFB7sC7eDoF3mJXla', 'id': '1fYVmAFB7sC7eDoF3mJXla', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4cc61e03fccf8573d5e9893e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744cc61e03fccf8573d5e9893e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784cc61e03fccf8573d5e9893e', 'width': 160}], 'name': 'Wande Coal', 'popularity': 59, 'type': 'artist', 'uri': 'spotify:artist:1fYVmAFB7sC7eDoF3mJXla'}",1fYVmAFB7sC7eDoF3mJXla,59,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",Wanted,33,2015-10-24,0.551,0.786,8.0,-3.444,1.0,0.216,0.0154,0.0,0.183,0.544,195.844,audio_features,1XD2smsByGKUCgHhyZyVtF,spotify:track:1XD2smsByGKUCgHhyZyVtF,https://api.spotify.com/v1/tracks/1XD2smsByGKUCgHhyZyVtF,https://api.spotify.com/v1/audio-analysis/1XD2smsByGKUCgHhyZyVtF,242449.0,4.0,afrobeats
1uUicV3BDzRccm6azPFnrl,Tonight,Burna Boy,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3wcj11K77LjEY1PkEazffa'}, 'followers': {'href': None, 'total': 2122461}, 'genres': ['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3wcj11K77LjEY1PkEazffa', 'id': '3wcj11K77LjEY1PkEazffa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1e6f47b5beb55b52cbece502', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741e6f47b5beb55b52cbece502', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781e6f47b5beb55b52cbece502', 'width': 160}], 'name': 'Burna Boy', 'popularity': 79, 'type': 'artist', 'uri': 'spotify:artist:3wcj11K77LjEY1PkEazffa'}",3wcj11K77LjEY1PkEazffa,79,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",L.I.F.E - Leaving an Impact for Eternity (Deluxe Edition),42,2013-08-12,0.796,0.676,5.0,-6.51,0.0,0.0525,0.0359,6.26e-06,0.0549,0.733,112.019,audio_features,1uUicV3BDzRccm6azPFnrl,spotify:track:1uUicV3BDzRccm6azPFnrl,https://api.spotify.com/v1/tracks/1uUicV3BDzRccm6azPFnrl,https://api.spotify.com/v1/audio-analysis/1uUicV3BDzRccm6azPFnrl,250000.0,4.0,afrobeats
0TDFU3SY7Z7l74c7M7kJFO,Kiss Your Hand (feat. Wande Coal),R2Bees,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LFsP7WPfu5inz9a1amcE4'}, 'followers': {'href': None, 'total': 94628}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'ghanaian pop', 'hiplife'], 'href': 'https://api.spotify.com/v1/artists/0LFsP7WPfu5inz9a1amcE4', 'id': '0LFsP7WPfu5inz9a1amcE4', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb42f0b7e5c0068e335f113ed2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517442f0b7e5c0068e335f113ed2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17842f0b7e5c0068e335f113ed2', 'width': 160}], 'name': 'R2Bees', 'popularity': 52, 'type': 'artist', 'uri': 'spotify:artist:0LFsP7WPfu5inz9a1amcE4'}",0LFsP7WPfu5inz9a1amcE4,52,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'ghanaian pop', 'hiplife']",Da Revolution,43,2009,0.754,0.946,5.0,-3.581,1.0,0.0537,0.188,0.0,0.0706,0.923,125.013,audio_features,0TDFU3SY7Z7l74c7M7kJFO,spotify:track:0TDFU3SY7Z7l74c7M7kJFO,https://api.spotify.com/v1/tracks/0TDFU3SY7Z7l74c7M7kJFO,https://api.spotify.com/v1/audio-analysis/0TDFU3SY7Z7l74c7M7kJFO,268213.0,4.0,afrobeats
6TARhI06IcFdWyVuuizLy1,Fall in Love,D'banj,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5RCdjio4ASMQ8CFaSuAl6C'}, 'followers': {'href': None, 'total': 134670}, 'genres': ['afro dancehall', 'afropop', 'azontobeats', 'highlife', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/5RCdjio4ASMQ8CFaSuAl6C', 'id': '5RCdjio4ASMQ8CFaSuAl6C', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4cd5da5d02daa5f6b3b26347', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744cd5da5d02daa5f6b3b26347', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784cd5da5d02daa5f6b3b26347', 'width': 160}], 'name': ""D'banj"", 'popularity': 49, 'type': 'artist', 'uri': 'spotify:artist:5RCdjio4ASMQ8CFaSuAl6C'}",5RCdjio4ASMQ8CFaSuAl6C,49,"['afro dancehall', 'afropop', 'azontobeats', 'highlife', 'nigerian pop']",D'banj Essentials,42,2020-01-13,0.767,0.758,6.0,-7.067,1.0,0.0793,0.0395,0.0,0.276,0.893,104.983,audio_features,6TARhI06IcFdWyVuuizLy1,spotify:track:6TARhI06IcFdWyVuuizLy1,https://api.spotify.com/v1/tracks/6TARhI06IcFdWyVuuizLy1,https://api.spotify.com/v1/audio-analysis/6TARhI06IcFdWyVuuizLy1,256841.0,4.0,afrobeats
