track_uri,track_name,artist_name,artist_info,artist_uri,artist_popularity,artist_genre,album,track_pop,year_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
6auzoDx8DfFCIPW76Q8vW9,Betty Butter,Mayorkun,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3DNCUaKdMZcMVJIS7yTskd'}, 'followers': {'href': None, 'total': 434284}, 'genres': ['afro dancehall', 'afropop', 'azontobeats', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3DNCUaKdMZcMVJIS7yTskd', 'id': '3DNCUaKdMZcMVJIS7yTskd', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1b2ebe6e611b0cbeeb58e3b3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741b2ebe6e611b0cbeeb58e3b3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781b2ebe6e611b0cbeeb58e3b3', 'width': 160}], 'name': 'Mayorkun', 'popularity': 58, 'type': 'artist', 'uri': 'spotify:artist:3DNCUaKdMZcMVJIS7yTskd'}",3DNCUaKdMZcMVJIS7yTskd,58,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian pop']",Betty Butter,3,2020-07-03,0.88,0.567,2.0,-4.049,1.0,0.0585,0.576,0.0,0.346,0.823,110.086,audio_features,6auzoDx8DfFCIPW76Q8vW9,spotify:track:6auzoDx8DfFCIPW76Q8vW9,https://api.spotify.com/v1/tracks/6auzoDx8DfFCIPW76Q8vW9,https://api.spotify.com/v1/audio-analysis/6auzoDx8DfFCIPW76Q8vW9,129802.0,4.0,afrobeats
2YLlWggRiwD6UAFQj3rRmh,Lo Lo,Omah Lay,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5yOvAmpIR7hVxiS6Ls5DPO'}, 'followers': {'href': None, 'total': 410178}, 'genres': ['afro dancehall'], 'href': 'https://api.spotify.com/v1/artists/5yOvAmpIR7hVxiS6Ls5DPO', 'id': '5yOvAmpIR7hVxiS6Ls5DPO', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb00b662d5080255cbc82537a2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517400b662d5080255cbc82537a2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17800b662d5080255cbc82537a2', 'width': 160}], 'name': 'Omah Lay', 'popularity': 73, 'type': 'artist', 'uri': 'spotify:artist:5yOvAmpIR7hVxiS6Ls5DPO'}",5yOvAmpIR7hVxiS6Ls5DPO,73,['afro dancehall'],Get Layd,23,2020-05-22,0.725,0.704,7.0,-4.592,1.0,0.251,0.0636,0.163,0.0991,0.483,204.004,audio_features,2YLlWggRiwD6UAFQj3rRmh,spotify:track:2YLlWggRiwD6UAFQj3rRmh,https://api.spotify.com/v1/tracks/2YLlWggRiwD6UAFQj3rRmh,https://api.spotify.com/v1/audio-analysis/2YLlWggRiwD6UAFQj3rRmh,171730.0,4.0,afrobeats
4204hwPYuToiuSunPFUoML,True Love (feat. Tay Iwar & Projexx),WizKid,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3tVQdUvClmAT7URs9V3rsp'}, 'followers': {'href': None, 'total': 1939014}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3tVQdUvClmAT7URs9V3rsp', 'id': '3tVQdUvClmAT7URs9V3rsp', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9050b61368975fda051cdc06', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749050b61368975fda051cdc06', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789050b61368975fda051cdc06', 'width': 160}], 'name': 'WizKid', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:3tVQdUvClmAT7URs9V3rsp'}",3tVQdUvClmAT7URs9V3rsp,80,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",Made In Lagos,62,2020-10-29,0.85,0.542,4.0,-3.602,0.0,0.167,0.229,4.9e-05,0.079,0.622,119.747,audio_features,4204hwPYuToiuSunPFUoML,spotify:track:4204hwPYuToiuSunPFUoML,https://api.spotify.com/v1/tracks/4204hwPYuToiuSunPFUoML,https://api.spotify.com/v1/audio-analysis/4204hwPYuToiuSunPFUoML,247333.0,5.0,afrobeats
1djCgiQcqe5JnZS61KYNpD,Level Up (Twice As Tall) [feat. Youssou N'Dour],Burna Boy,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3wcj11K77LjEY1PkEazffa'}, 'followers': {'href': None, 'total': 2122461}, 'genres': ['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3wcj11K77LjEY1PkEazffa', 'id': '3wcj11K77LjEY1PkEazffa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1e6f47b5beb55b52cbece502', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741e6f47b5beb55b52cbece502', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781e6f47b5beb55b52cbece502', 'width': 160}], 'name': 'Burna Boy', 'popularity': 79, 'type': 'artist', 'uri': 'spotify:artist:3wcj11K77LjEY1PkEazffa'}",3wcj11K77LjEY1PkEazffa,79,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",Twice As Tall,46,2020-08-13,0.518,0.326,0.0,-12.628,1.0,0.371,0.526,0.0,0.544,0.366,85.928,audio_features,1djCgiQcqe5JnZS61KYNpD,spotify:track:1djCgiQcqe5JnZS61KYNpD,https://api.spotify.com/v1/tracks/1djCgiQcqe5JnZS61KYNpD,https://api.spotify.com/v1/audio-analysis/1djCgiQcqe5JnZS61KYNpD,268760.0,4.0,afrobeats
4TmZxPK1BbFQtPR2zmbhQN,Tattoo,Fireboy DML,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/75VKfyoBlkmrJFDqo1o2VY'}, 'followers': {'href': None, 'total': 632865}, 'genres': ['afro dancehall'], 'href': 'https://api.spotify.com/v1/artists/75VKfyoBlkmrJFDqo1o2VY', 'id': '75VKfyoBlkmrJFDqo1o2VY', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf2d2b940985b52c6aaf0663c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f2d2b940985b52c6aaf0663c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f2d2b940985b52c6aaf0663c', 'width': 160}], 'name': 'Fireboy DML', 'popularity': 77, 'type': 'artist', 'uri': 'spotify:artist:75VKfyoBlkmrJFDqo1o2VY'}",75VKfyoBlkmrJFDqo1o2VY,77,['afro dancehall'],Tattoo,40,2020-08-11,0.633,0.477,5.0,-9.676,1.0,0.105,0.427,0.0,0.11,0.384,94.748,audio_features,4TmZxPK1BbFQtPR2zmbhQN,spotify:track:4TmZxPK1BbFQtPR2zmbhQN,https://api.spotify.com/v1/tracks/4TmZxPK1BbFQtPR2zmbhQN,https://api.spotify.com/v1/audio-analysis/4TmZxPK1BbFQtPR2zmbhQN,173053.0,4.0,afrobeats
0X6KeoX1HANrLI20m4Hc1V,Comma,Burna Boy,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3wcj11K77LjEY1PkEazffa'}, 'followers': {'href': None, 'total': 2122461}, 'genres': ['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3wcj11K77LjEY1PkEazffa', 'id': '3wcj11K77LjEY1PkEazffa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1e6f47b5beb55b52cbece502', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741e6f47b5beb55b52cbece502', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781e6f47b5beb55b52cbece502', 'width': 160}], 'name': 'Burna Boy', 'popularity': 79, 'type': 'artist', 'uri': 'spotify:artist:3wcj11K77LjEY1PkEazffa'}",3wcj11K77LjEY1PkEazffa,79,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",Twice As Tall,43,2020-08-13,0.909,0.617,8.0,-6.455,1.0,0.0983,0.0133,0.00147,0.101,0.488,114.038,audio_features,0X6KeoX1HANrLI20m4Hc1V,spotify:track:0X6KeoX1HANrLI20m4Hc1V,https://api.spotify.com/v1/tracks/0X6KeoX1HANrLI20m4Hc1V,https://api.spotify.com/v1/audio-analysis/0X6KeoX1HANrLI20m4Hc1V,170880.0,4.0,afrobeats
2w6pza5baYSD1kVfBAxwJ3,Lagbaja,Peruzzi,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5ywjxFhmhHGQBsK3DundNf'}, 'followers': {'href': None, 'total': 163049}, 'genres': ['afropop', 'dancehall', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/5ywjxFhmhHGQBsK3DundNf', 'id': '5ywjxFhmhHGQBsK3DundNf', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb37e4149ad63e936151b0fd35', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517437e4149ad63e936151b0fd35', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17837e4149ad63e936151b0fd35', 'width': 160}], 'name': 'Peruzzi', 'popularity': 51, 'type': 'artist', 'uri': 'spotify:artist:5ywjxFhmhHGQBsK3DundNf'}",5ywjxFhmhHGQBsK3DundNf,51,"['afropop', 'dancehall', 'nigerian pop']",Lagbaja,16,2020-08-07,0.579,0.754,5.0,-4.325,0.0,0.294,0.442,1.34e-05,0.0989,0.47,133.586,audio_features,2w6pza5baYSD1kVfBAxwJ3,spotify:track:2w6pza5baYSD1kVfBAxwJ3,https://api.spotify.com/v1/tracks/2w6pza5baYSD1kVfBAxwJ3,https://api.spotify.com/v1/audio-analysis/2w6pza5baYSD1kVfBAxwJ3,144405.0,3.0,afrobeats
0P8FdjOB2OYAO6mmnoMJmE,Ada,Kizz Daniel,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1X6cBGnXpEpN7CmflLKmLV'}, 'followers': {'href': None, 'total': 494223}, 'genres': ['afropop', 'azontobeats', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/1X6cBGnXpEpN7CmflLKmLV', 'id': '1X6cBGnXpEpN7CmflLKmLV', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb8e426c144b86e2eb0fe49de8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051748e426c144b86e2eb0fe49de8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1788e426c144b86e2eb0fe49de8', 'width': 160}], 'name': 'Kizz Daniel', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:1X6cBGnXpEpN7CmflLKmLV'}",1X6cBGnXpEpN7CmflLKmLV,66,"['afropop', 'azontobeats', 'nigerian pop']",King Of Love,45,2020-06-25,0.711,0.752,7.0,-4.052,1.0,0.201,0.245,0.000153,0.0664,0.956,175.045,audio_features,0P8FdjOB2OYAO6mmnoMJmE,spotify:track:0P8FdjOB2OYAO6mmnoMJmE,https://api.spotify.com/v1/tracks/0P8FdjOB2OYAO6mmnoMJmE,https://api.spotify.com/v1/audio-analysis/0P8FdjOB2OYAO6mmnoMJmE,149744.0,3.0,afrobeats
6VMwrNQPmy3lHbuoHBTAO0,Of Lala,Rahman Jago,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/65ekBj6zdws3gFRSYH7yNS'}, 'followers': {'href': None, 'total': 3854}, 'genres': ['nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/65ekBj6zdws3gFRSYH7yNS', 'id': '65ekBj6zdws3gFRSYH7yNS', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733251cfb9f688b99ba9a50c02', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e023251cfb9f688b99ba9a50c02', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048513251cfb9f688b99ba9a50c02', 'width': 64}], 'name': 'Rahman Jago', 'popularity': 17, 'type': 'artist', 'uri': 'spotify:artist:65ekBj6zdws3gFRSYH7yNS'}",65ekBj6zdws3gFRSYH7yNS,17,['nigerian pop'],Of Lala,27,2020-04-15,0.796,0.889,2.0,-6.179,1.0,0.0804,0.349,0.0,0.149,0.569,120.996,audio_features,6VMwrNQPmy3lHbuoHBTAO0,spotify:track:6VMwrNQPmy3lHbuoHBTAO0,https://api.spotify.com/v1/tracks/6VMwrNQPmy3lHbuoHBTAO0,https://api.spotify.com/v1/audio-analysis/6VMwrNQPmy3lHbuoHBTAO0,187585.0,4.0,afrobeats
5jD2hbhWwA9EMBX9A4j1sY,Roju,chike,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6zK1M4TcabpLQMNmmG2P0Q'}, 'followers': {'href': None, 'total': 128431}, 'genres': ['afropop', 'azontobeats', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/6zK1M4TcabpLQMNmmG2P0Q', 'id': '6zK1M4TcabpLQMNmmG2P0Q', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebaa9aa4ba18b4633f2bf351af', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174aa9aa4ba18b4633f2bf351af', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178aa9aa4ba18b4633f2bf351af', 'width': 160}], 'name': 'chike', 'popularity': 50, 'type': 'artist', 'uri': 'spotify:artist:6zK1M4TcabpLQMNmmG2P0Q'}",6zK1M4TcabpLQMNmmG2P0Q,50,"['afropop', 'azontobeats', 'nigerian pop']",Boo of the Booless,46,2020-02-14,0.75,0.699,0.0,-4.122,0.0,0.0592,0.506,0.00583,0.296,0.814,93.999,audio_features,5jD2hbhWwA9EMBX9A4j1sY,spotify:track:5jD2hbhWwA9EMBX9A4j1sY,https://api.spotify.com/v1/tracks/5jD2hbhWwA9EMBX9A4j1sY,https://api.spotify.com/v1/audio-analysis/5jD2hbhWwA9EMBX9A4j1sY,198000.0,4.0,afrobeats
1bKhbFn3isNTQR9dU0sWqL,Wonderful,Burna Boy,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3wcj11K77LjEY1PkEazffa'}, 'followers': {'href': None, 'total': 2122461}, 'genres': ['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3wcj11K77LjEY1PkEazffa', 'id': '3wcj11K77LjEY1PkEazffa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1e6f47b5beb55b52cbece502', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741e6f47b5beb55b52cbece502', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781e6f47b5beb55b52cbece502', 'width': 160}], 'name': 'Burna Boy', 'popularity': 79, 'type': 'artist', 'uri': 'spotify:artist:3wcj11K77LjEY1PkEazffa'}",3wcj11K77LjEY1PkEazffa,79,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",Wonderful,51,2020-06-25,0.814,0.632,11.0,-5.768,1.0,0.0499,0.0362,0.00424,0.0966,0.52,118.954,audio_features,1bKhbFn3isNTQR9dU0sWqL,spotify:track:1bKhbFn3isNTQR9dU0sWqL,https://api.spotify.com/v1/tracks/1bKhbFn3isNTQR9dU0sWqL,https://api.spotify.com/v1/audio-analysis/1bKhbFn3isNTQR9dU0sWqL,213374.0,4.0,afrobeats
2rcH25kgOyS0cQbtiMkhQw,Duduke,Simi,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4Ns55iOSe1Im2WU2e1Eym0'}, 'followers': {'href': None, 'total': 254872}, 'genres': ['afropop', 'alte', 'azontobeats', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/4Ns55iOSe1Im2WU2e1Eym0', 'id': '4Ns55iOSe1Im2WU2e1Eym0', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebad0ff4f1bbcdb9cddde6eba9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ad0ff4f1bbcdb9cddde6eba9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ad0ff4f1bbcdb9cddde6eba9', 'width': 160}], 'name': 'Simi', 'popularity': 58, 'type': 'artist', 'uri': 'spotify:artist:4Ns55iOSe1Im2WU2e1Eym0'}",4Ns55iOSe1Im2WU2e1Eym0,58,"['afropop', 'alte', 'azontobeats', 'nigerian pop']",Duduke,53,2020-04-16,0.781,0.656,3.0,-4.105,1.0,0.106,0.552,5.18e-05,0.131,0.595,96.083,audio_features,2rcH25kgOyS0cQbtiMkhQw,spotify:track:2rcH25kgOyS0cQbtiMkhQw,https://api.spotify.com/v1/tracks/2rcH25kgOyS0cQbtiMkhQw,https://api.spotify.com/v1/audio-analysis/2rcH25kgOyS0cQbtiMkhQw,172000.0,4.0,afrobeats
6vqCqbB4qcc89twAHCQo3S,Today,Djwalz,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1kkriY46YLjIu947a90gb2'}, 'followers': {'href': None, 'total': 110}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/1kkriY46YLjIu947a90gb2', 'id': '1kkriY46YLjIu947a90gb2', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebbfa44cc67b65a8bd94e168f3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174bfa44cc67b65a8bd94e168f3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178bfa44cc67b65a8bd94e168f3', 'width': 160}], 'name': 'Djwalz', 'popularity': 19, 'type': 'artist', 'uri': 'spotify:artist:1kkriY46YLjIu947a90gb2'}",1kkriY46YLjIu947a90gb2,19,[],Today,9,2020-07-05,0.732,0.729,5.0,-5.836,0.0,0.116,0.12,0.00617,0.106,0.661,114.904,audio_features,6vqCqbB4qcc89twAHCQo3S,spotify:track:6vqCqbB4qcc89twAHCQo3S,https://api.spotify.com/v1/tracks/6vqCqbB4qcc89twAHCQo3S,https://api.spotify.com/v1/audio-analysis/6vqCqbB4qcc89twAHCQo3S,201221.0,4.0,afrobeats
5f4H93KNNXqNISpqhuJ2rU,What Type Of Dance,DJ Kaywise,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/74feid8HSOjUPnhiV3BNBG'}, 'followers': {'href': None, 'total': 43882}, 'genres': ['nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/74feid8HSOjUPnhiV3BNBG', 'id': '74feid8HSOjUPnhiV3BNBG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2f31e62327835d836e7422a9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742f31e62327835d836e7422a9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782f31e62327835d836e7422a9', 'width': 160}], 'name': 'DJ Kaywise', 'popularity': 35, 'type': 'artist', 'uri': 'spotify:artist:74feid8HSOjUPnhiV3BNBG'}",74feid8HSOjUPnhiV3BNBG,35,['nigerian pop'],What Type Of Dance,38,2020-08-04,0.91,0.741,1.0,-6.177,0.0,0.0797,0.114,3.92e-05,0.133,0.648,125.056,audio_features,5f4H93KNNXqNISpqhuJ2rU,spotify:track:5f4H93KNNXqNISpqhuJ2rU,https://api.spotify.com/v1/tracks/5f4H93KNNXqNISpqhuJ2rU,https://api.spotify.com/v1/audio-analysis/5f4H93KNNXqNISpqhuJ2rU,193985.0,4.0,afrobeats
63MDlT75I1QKngHOVjvuTk,Everytime,SPINALL,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2NtQA3PY9chI8l65ejZLTP'}, 'followers': {'href': None, 'total': 179726}, 'genres': ['afro dancehall', 'afropop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/2NtQA3PY9chI8l65ejZLTP', 'id': '2NtQA3PY9chI8l65ejZLTP', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7613f80268e30798d555be77', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747613f80268e30798d555be77', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787613f80268e30798d555be77', 'width': 160}], 'name': 'SPINALL', 'popularity': 58, 'type': 'artist', 'uri': 'spotify:artist:2NtQA3PY9chI8l65ejZLTP'}",2NtQA3PY9chI8l65ejZLTP,58,"['afro dancehall', 'afropop', 'nigerian pop']",Everytime,43,2020-07-24,0.778,0.717,6.0,-3.151,0.0,0.128,0.224,0.0,0.119,0.458,100.043,audio_features,63MDlT75I1QKngHOVjvuTk,spotify:track:63MDlT75I1QKngHOVjvuTk,https://api.spotify.com/v1/tracks/63MDlT75I1QKngHOVjvuTk,https://api.spotify.com/v1/audio-analysis/63MDlT75I1QKngHOVjvuTk,200400.0,4.0,afrobeats
434baZo99jvOx6y6oFeQZQ,Tsunami (feat. Davido),Pop Smoke,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0eDvMgVFoNV3TpwtrVCoTj'}, 'followers': {'href': None, 'total': 9816213}, 'genres': ['brooklyn drill'], 'href': 'https://api.spotify.com/v1/artists/0eDvMgVFoNV3TpwtrVCoTj', 'id': '0eDvMgVFoNV3TpwtrVCoTj', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb597f9edd2cd1a892d4412b09', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174597f9edd2cd1a892d4412b09', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178597f9edd2cd1a892d4412b09', 'width': 160}], 'name': 'Pop Smoke', 'popularity': 88, 'type': 'artist', 'uri': 'spotify:artist:0eDvMgVFoNV3TpwtrVCoTj'}",0eDvMgVFoNV3TpwtrVCoTj,88,['brooklyn drill'],Shoot For The Stars Aim For The Moon (Deluxe),49,2020-07-20,0.696,0.618,6.0,-6.696,1.0,0.197,0.166,0.0,0.108,0.812,115.019,audio_features,434baZo99jvOx6y6oFeQZQ,spotify:track:434baZo99jvOx6y6oFeQZQ,https://api.spotify.com/v1/tracks/434baZo99jvOx6y6oFeQZQ,https://api.spotify.com/v1/audio-analysis/434baZo99jvOx6y6oFeQZQ,208695.0,4.0,afrobeats
04QTmCTsaVjcGaoxj8rSjE,Know Your Worth (feat. Davido & Tems),Khalid,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny'}, 'followers': {'href': None, 'total': 15130808}, 'genres': ['pop', 'pop r&b'], 'href': 'https://api.spotify.com/v1/artists/6LuN9FCkKOj5PcnpouEgny', 'id': '6LuN9FCkKOj5PcnpouEgny', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb31072db9da0311ecfabe96bf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517431072db9da0311ecfabe96bf', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17831072db9da0311ecfabe96bf', 'width': 160}], 'name': 'Khalid', 'popularity': 90, 'type': 'artist', 'uri': 'spotify:artist:6LuN9FCkKOj5PcnpouEgny'}",6LuN9FCkKOj5PcnpouEgny,90,"['pop', 'pop r&b']",Know Your Worth (feat. Davido & Tems),64,2020-04-23,0.819,0.744,9.0,-6.826,0.0,0.0799,0.0133,0.00177,0.0995,0.665,102.995,audio_features,04QTmCTsaVjcGaoxj8rSjE,spotify:track:04QTmCTsaVjcGaoxj8rSjE,https://api.spotify.com/v1/tracks/04QTmCTsaVjcGaoxj8rSjE,https://api.spotify.com/v1/audio-analysis/04QTmCTsaVjcGaoxj8rSjE,191068.0,4.0,afrobeats
6IcQeazUjwaO0N7kaEsQZl,Falila,Mr Yomi,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4wTQdq9eAm2UvpHDNPF7Ol'}, 'followers': {'href': None, 'total': 27}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/4wTQdq9eAm2UvpHDNPF7Ol', 'id': '4wTQdq9eAm2UvpHDNPF7Ol', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb82d5fbcec2926f89824e4df', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b82d5fbcec2926f89824e4df', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b82d5fbcec2926f89824e4df', 'width': 160}], 'name': 'Mr Yomi', 'popularity': 2, 'type': 'artist', 'uri': 'spotify:artist:4wTQdq9eAm2UvpHDNPF7Ol'}",4wTQdq9eAm2UvpHDNPF7Ol,2,[],Falila,7,2020-05-01,0.621,0.888,8.0,-4.869,0.0,0.169,0.34,0.0,0.0939,0.776,94.937,audio_features,6IcQeazUjwaO0N7kaEsQZl,spotify:track:6IcQeazUjwaO0N7kaEsQZl,https://api.spotify.com/v1/tracks/6IcQeazUjwaO0N7kaEsQZl,https://api.spotify.com/v1/audio-analysis/6IcQeazUjwaO0N7kaEsQZl,231578.0,4.0,afrobeats
2RaHreAi8lXvQOM0prMvXT,Bad Influence,Omah Lay,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5yOvAmpIR7hVxiS6Ls5DPO'}, 'followers': {'href': None, 'total': 410178}, 'genres': ['afro dancehall'], 'href': 'https://api.spotify.com/v1/artists/5yOvAmpIR7hVxiS6Ls5DPO', 'id': '5yOvAmpIR7hVxiS6Ls5DPO', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb00b662d5080255cbc82537a2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517400b662d5080255cbc82537a2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17800b662d5080255cbc82537a2', 'width': 160}], 'name': 'Omah Lay', 'popularity': 73, 'type': 'artist', 'uri': 'spotify:artist:5yOvAmpIR7hVxiS6Ls5DPO'}",5yOvAmpIR7hVxiS6Ls5DPO,73,['afro dancehall'],Bad Influence,38,2020-01-16,0.831,0.388,0.0,-14.52,0.0,0.234,0.507,0.242,0.122,0.777,96.951,audio_features,2RaHreAi8lXvQOM0prMvXT,spotify:track:2RaHreAi8lXvQOM0prMvXT,https://api.spotify.com/v1/tracks/2RaHreAi8lXvQOM0prMvXT,https://api.spotify.com/v1/audio-analysis/2RaHreAi8lXvQOM0prMvXT,138653.0,4.0,afrobeats
