track_uri,track_name,artist_name,artist_uri,album,track_pop,year_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
2QOqnhCrTIqTLzByQD7YQJ,Bluewave Bossanova,Lawson Rollins,3blOsom4oRo6dAN4TB7xpv,True North,48,2020-01-17,0.708,0.892,6,-4.401,0,0.0296,0.715,0.909,0.112,0.746,125.028,audio_features,2QOqnhCrTIqTLzByQD7YQJ,spotify:track:2QOqnhCrTIqTLzByQD7YQJ,https://api.spotify.com/v1/tracks/2QOqnhCrTIqTLzByQD7YQJ,https://api.spotify.com/v1/audio-analysis/2QOqnhCrTIqTLzByQD7YQJ,264453,4,jazz
6IfLElgQIOE5xG8DDCC9Rp,Romantic Nites,Nick Colionne,2sCtM9BmF4hSfiwEwiAm5l,Finger Painting,35,2020-04-24,0.681,0.534,1,-11.747,0,0.0504,0.25,0.639,0.0699,0.72,78.995,audio_features,6IfLElgQIOE5xG8DDCC9Rp,spotify:track:6IfLElgQIOE5xG8DDCC9Rp,https://api.spotify.com/v1/tracks/6IfLElgQIOE5xG8DDCC9Rp,https://api.spotify.com/v1/audio-analysis/6IfLElgQIOE5xG8DDCC9Rp,228973,4,jazz
5KaSTemL2bEHw5HDFFIZyB,Soul Vibration,Chris Standring,1XeMzpgjVKU2dR5xXaZLut,Ten,53,2016-03-08,0.831,0.474,9,-10.47,0,0.0545,0.651,0.507,0.0646,0.588,93.005,audio_features,5KaSTemL2bEHw5HDFFIZyB,spotify:track:5KaSTemL2bEHw5HDFFIZyB,https://api.spotify.com/v1/tracks/5KaSTemL2bEHw5HDFFIZyB,https://api.spotify.com/v1/audio-analysis/5KaSTemL2bEHw5HDFFIZyB,266339,4,jazz
1TeSdXeVdGb8YbE7YcNTyU,Afternoon Delight,Julian Vaughn,6NS4Qt4ISw27NC9tIN9jgg,Supreme,31,2019-06-28,0.734,0.662,7,-6.829,1,0.0312,0.0264,0.617,0.233,0.707,110.014,audio_features,1TeSdXeVdGb8YbE7YcNTyU,spotify:track:1TeSdXeVdGb8YbE7YcNTyU,https://api.spotify.com/v1/tracks/1TeSdXeVdGb8YbE7YcNTyU,https://api.spotify.com/v1/audio-analysis/1TeSdXeVdGb8YbE7YcNTyU,263106,4,jazz
7qqamkny8IkXOCJrhjy73L,Fall For You,Blake Aaron,5DnSgdQvmYD6yU1Sp7Ik56,Fall For You,44,2019-09-06,0.7,0.912,11,-6.592,0,0.0472,0.115,0.93,0.0947,0.807,99.998,audio_features,7qqamkny8IkXOCJrhjy73L,spotify:track:7qqamkny8IkXOCJrhjy73L,https://api.spotify.com/v1/tracks/7qqamkny8IkXOCJrhjy73L,https://api.spotify.com/v1/audio-analysis/7qqamkny8IkXOCJrhjy73L,272400,4,jazz
7InZJZjLe2rbSlVBL4PLXU,Amends,Jazmin Ghent,1ObapCOA0O7mr2wXFKEDNY,The Story of Jaz,47,2018-09-22,0.733,0.592,1,-6.308,1,0.0435,0.505,0.544,0.105,0.338,93.036,audio_features,7InZJZjLe2rbSlVBL4PLXU,spotify:track:7InZJZjLe2rbSlVBL4PLXU,https://api.spotify.com/v1/tracks/7InZJZjLe2rbSlVBL4PLXU,https://api.spotify.com/v1/audio-analysis/7InZJZjLe2rbSlVBL4PLXU,204827,4,jazz
049VqBETqY4gIRJuOJyQuF,Can You Hear Me,Patrick Bradley,6z9nWRXEPunshulSa2lwck,Can You Hear Me,50,2014-09-23,0.532,0.387,3,-12.23,1,0.0291,0.854,0.859,0.121,0.305,76.075,audio_features,049VqBETqY4gIRJuOJyQuF,spotify:track:049VqBETqY4gIRJuOJyQuF,https://api.spotify.com/v1/tracks/049VqBETqY4gIRJuOJyQuF,https://api.spotify.com/v1/audio-analysis/049VqBETqY4gIRJuOJyQuF,304267,4,jazz
4RTGS87OcG5XjKfM7VsJk4,Let's Get Serious,Nick Colionne,2sCtM9BmF4hSfiwEwiAm5l,Let's Get Serious,38,2020-04-03,0.759,0.515,10,-9.74,0,0.0314,0.696,0.76,0.0932,0.794,106.052,audio_features,4RTGS87OcG5XjKfM7VsJk4,spotify:track:4RTGS87OcG5XjKfM7VsJk4,https://api.spotify.com/v1/tracks/4RTGS87OcG5XjKfM7VsJk4,https://api.spotify.com/v1/audio-analysis/4RTGS87OcG5XjKfM7VsJk4,246547,4,jazz
3AFEIfMWHsjjv89DhFmS8G,New Bounce,Oli Silk,7a9DZt3DpmEVkZZZ6MkWdE,6,42,2020-05-29,0.731,0.629,5,-8.959,0,0.0294,0.375,0.827,0.0872,0.644,95.976,audio_features,3AFEIfMWHsjjv89DhFmS8G,spotify:track:3AFEIfMWHsjjv89DhFmS8G,https://api.spotify.com/v1/tracks/3AFEIfMWHsjjv89DhFmS8G,https://api.spotify.com/v1/audio-analysis/3AFEIfMWHsjjv89DhFmS8G,287640,4,jazz
0w0MlXKdxvgv5elw50DguP,BLUE MOON,Skinny Hightower,0rfUpMmPFYv5s0dF6hyYrx,Blue Moon,35,2020-03-27,0.713,0.778,7,-6.203,0,0.0341,0.257,0.0285,0.0391,0.556,91.02,audio_features,0w0MlXKdxvgv5elw50DguP,spotify:track:0w0MlXKdxvgv5elw50DguP,https://api.spotify.com/v1/tracks/0w0MlXKdxvgv5elw50DguP,https://api.spotify.com/v1/audio-analysis/0w0MlXKdxvgv5elw50DguP,224000,4,jazz
4zfF62Jy2mtNCG2wlGy2VK,Pacifica,Michael Lington,23P8kVBVyDkO8s6sn1QDre,Stay With Me,49,2008-10-27,0.562,0.83,9,-5.975,1,0.0324,0.0913,0.786,0.131,0.451,98.857,audio_features,4zfF62Jy2mtNCG2wlGy2VK,spotify:track:4zfF62Jy2mtNCG2wlGy2VK,https://api.spotify.com/v1/tracks/4zfF62Jy2mtNCG2wlGy2VK,https://api.spotify.com/v1/audio-analysis/4zfF62Jy2mtNCG2wlGy2VK,256973,4,jazz
1pPpKGYsZIMWYaX10gx7uR,Hope,Gerald Albright,3bhckpkRmz8mqONUceSutp,G-Stream,46,2020-10-30,0.568,0.68,5,-4.692,0,0.0537,0.323,0.427,0.0597,0.69,89.741,audio_features,1pPpKGYsZIMWYaX10gx7uR,spotify:track:1pPpKGYsZIMWYaX10gx7uR,https://api.spotify.com/v1/tracks/1pPpKGYsZIMWYaX10gx7uR,https://api.spotify.com/v1/audio-analysis/1pPpKGYsZIMWYaX10gx7uR,260266,4,jazz
2rtiJtfuR6nMofzbdq1y5V,Something About You,Brian Simpson,4uIdP3jwyR0xifCS2FYS3o,Something About You,0,2018-07-27,0.689,0.89,11,-9.896,0,0.0409,0.101,0.882,0.0831,0.791,99.981,audio_features,2rtiJtfuR6nMofzbdq1y5V,spotify:track:2rtiJtfuR6nMofzbdq1y5V,https://api.spotify.com/v1/tracks/2rtiJtfuR6nMofzbdq1y5V,https://api.spotify.com/v1/audio-analysis/2rtiJtfuR6nMofzbdq1y5V,313973,4,jazz
1TQEe8NQLc3ml4p23ueRzq,Steppin' Out,Kim Waters,6kgHtfY7ECO4JWbOpXOu4I,All For Love,0,2005-06-20,0.702,0.785,7,-5.373,0,0.0265,0.681,0.269,0.298,0.767,110.999,audio_features,1TQEe8NQLc3ml4p23ueRzq,spotify:track:1TQEe8NQLc3ml4p23ueRzq,https://api.spotify.com/v1/tracks/1TQEe8NQLc3ml4p23ueRzq,https://api.spotify.com/v1/audio-analysis/1TQEe8NQLc3ml4p23ueRzq,245853,4,jazz
24Wg5AQK6AaNyZBTpL1unQ,"Stop, Look, Listen (To Your Heart)",Boney James,1sBRcMH8DDR8Nsk2RoJmjS,Send One Your Love,52,2009-01-01,0.575,0.494,11,-12.006,0,0.0346,0.389,0.562,0.0741,0.395,84.909,audio_features,24Wg5AQK6AaNyZBTpL1unQ,spotify:track:24Wg5AQK6AaNyZBTpL1unQ,https://api.spotify.com/v1/tracks/24Wg5AQK6AaNyZBTpL1unQ,https://api.spotify.com/v1/audio-analysis/24Wg5AQK6AaNyZBTpL1unQ,296320,4,jazz
2Zw99p6yQDuFkk6Bikbr0P,Infinite Love,Darren Rahn,20Jboo9DFLN2MlZPtXQt2u,Infinite Love,46,2020-01-20,0.576,0.663,5,-7.016,0,0.0356,0.0848,0.403,0.0587,0.554,90.943,audio_features,2Zw99p6yQDuFkk6Bikbr0P,spotify:track:2Zw99p6yQDuFkk6Bikbr0P,https://api.spotify.com/v1/tracks/2Zw99p6yQDuFkk6Bikbr0P,https://api.spotify.com/v1/audio-analysis/2Zw99p6yQDuFkk6Bikbr0P,257368,4,jazz
6iCsFk2zf1INRexhJQzRM0,I Remember You,Ronny Jordan,32WK2OuP2PG4r7sH7bUfN9,After 8,45,2004-11-02,0.635,0.315,8,-13.359,1,0.0281,0.9,0.803,0.326,0.149,131.806,audio_features,6iCsFk2zf1INRexhJQzRM0,spotify:track:6iCsFk2zf1INRexhJQzRM0,https://api.spotify.com/v1/tracks/6iCsFk2zf1INRexhJQzRM0,https://api.spotify.com/v1/audio-analysis/6iCsFk2zf1INRexhJQzRM0,252333,4,jazz
0nUK8QO7du1cqA1KW3fzxg,Lifted,Phil Denny,1qRb36fHSmuSGm6WewqmdH,Lifted,46,2020-06-08,0.657,0.819,7,-5.448,1,0.0797,0.0567,0.00124,0.0243,0.78,99.976,audio_features,0nUK8QO7du1cqA1KW3fzxg,spotify:track:0nUK8QO7du1cqA1KW3fzxg,https://api.spotify.com/v1/tracks/0nUK8QO7du1cqA1KW3fzxg,https://api.spotify.com/v1/audio-analysis/0nUK8QO7du1cqA1KW3fzxg,260747,4,jazz
0bSQopcyBmCEcp2nml5lMM,La Dolce Vita,Warren Hill,3zayLOSNLcQFtRrufIbMdS,La Dolce Vita,0,2008-06-24,0.633,0.673,2,-6.586,1,0.0356,0.358,0.00724,0.0744,0.251,95.021,audio_features,0bSQopcyBmCEcp2nml5lMM,spotify:track:0bSQopcyBmCEcp2nml5lMM,https://api.spotify.com/v1/tracks/0bSQopcyBmCEcp2nml5lMM,https://api.spotify.com/v1/audio-analysis/0bSQopcyBmCEcp2nml5lMM,325093,4,jazz
6zFYcAvBoEjqKWiFneXWf4,Groovin' J,Jacob Webb,6LB9EnOUIzqsiEYQVipZko,I'm Coming Home,44,2018-07-02,0.725,0.662,10,-8.462,0,0.0311,0.0468,0.0238,0.0775,0.425,102.929,audio_features,6zFYcAvBoEjqKWiFneXWf4,spotify:track:6zFYcAvBoEjqKWiFneXWf4,https://api.spotify.com/v1/tracks/6zFYcAvBoEjqKWiFneXWf4,https://api.spotify.com/v1/audio-analysis/6zFYcAvBoEjqKWiFneXWf4,266146,4,jazz
