track_uri,track_name,artist_name,artist_info,artist_uri,artist_popularity,artist_genre,album,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
15aJ5bXwxMiTQCqCZrJtAA,Mo Gbono Feli Feli,D'banj,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5RCdjio4ASMQ8CFaSuAl6C'}, 'followers': {'href': None, 'total': 130935}, 'genres': ['afro dancehall', 'afropop', 'azontobeats', 'highlife', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/5RCdjio4ASMQ8CFaSuAl6C', 'id': '5RCdjio4ASMQ8CFaSuAl6C', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4cd5da5d02daa5f6b3b26347', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744cd5da5d02daa5f6b3b26347', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784cd5da5d02daa5f6b3b26347', 'width': 160}], 'name': ""D'banj"", 'popularity': 49, 'type': 'artist', 'uri': 'spotify:artist:5RCdjio4ASMQ8CFaSuAl6C'}",5RCdjio4ASMQ8CFaSuAl6C,49,"['afro dancehall', 'afropop', 'azontobeats', 'highlife', 'nigerian pop']",Carnival Street Bangers,31,0.772,0.859,10,-6.396,0,0.0896,0.0753,0.00598,0.0718,0.51,105.962,afrobeats
6aWJGYvtifenSm5hYVYqii,First of All,Olamide,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4ovtyvs7j1jSmwhkBGHqSr'}, 'followers': {'href': None, 'total': 664652}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/4ovtyvs7j1jSmwhkBGHqSr', 'id': '4ovtyvs7j1jSmwhkBGHqSr', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb00660a179434dc089a185ce6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517400660a179434dc089a185ce6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17800660a179434dc089a185ce6', 'width': 160}], 'name': 'Olamide', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:4ovtyvs7j1jSmwhkBGHqSr'}",4ovtyvs7j1jSmwhkBGHqSr,67,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",YBNL,38,0.923,0.702,0,-6.031,1,0.246,0.066,3.09e-05,0.0999,0.793,124.98,afrobeats
2dguh4zWtrZK6VIJsEsXhe,Wo Onane No,Kwamz & Flava,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3RdldZQW8cYFLEDEH7haJe'}, 'followers': {'href': None, 'total': 32216}, 'genres': ['afro dancehall', 'afropop', 'azontobeats'], 'href': 'https://api.spotify.com/v1/artists/3RdldZQW8cYFLEDEH7haJe', 'id': '3RdldZQW8cYFLEDEH7haJe', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebda10c70dfa0a1d589119065d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174da10c70dfa0a1d589119065d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178da10c70dfa0a1d589119065d', 'width': 160}], 'name': 'Kwamz & Flava', 'popularity': 40, 'type': 'artist', 'uri': 'spotify:artist:3RdldZQW8cYFLEDEH7haJe'}",3RdldZQW8cYFLEDEH7haJe,40,"['afro dancehall', 'afropop', 'azontobeats']",DeYaaa,42,0.842,0.61,9,-6.91,1,0.096,0.0281,0.0288,0.0927,0.644,110.003,afrobeats
2iTzNWT7x2NXpMngGZQzPd,U Go Kill Me (feat. El),Sarkodie,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/01DTVE3KmoPogPZaOvMqO8'}, 'followers': {'href': None, 'total': 243224}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'hiplife'], 'href': 'https://api.spotify.com/v1/artists/01DTVE3KmoPogPZaOvMqO8', 'id': '01DTVE3KmoPogPZaOvMqO8', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd15432e0aded2368e37bda5e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d15432e0aded2368e37bda5e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d15432e0aded2368e37bda5e', 'width': 160}], 'name': 'Sarkodie', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:01DTVE3KmoPogPZaOvMqO8'}",01DTVE3KmoPogPZaOvMqO8,57,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'hiplife']",Rapperholic,39,0.863,0.886,9,-2.656,0,0.0796,0.121,1.07e-06,0.06,0.781,118.968,afrobeats
5iv7WkYexGay1BNXXLWYI1,Seihor (feat. Dblack),Castro D’destroyer,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3kF3qKO6Fi9h8weEzynE5e'}, 'followers': {'href': None, 'total': 18166}, 'genres': ['azonto', 'hiplife'], 'href': 'https://api.spotify.com/v1/artists/3kF3qKO6Fi9h8weEzynE5e', 'id': '3kF3qKO6Fi9h8weEzynE5e', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273333b36b4f2265e053e49cfa8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02333b36b4f2265e053e49cfa8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851333b36b4f2265e053e49cfa8', 'width': 64}], 'name': 'Castro D’destroyer', 'popularity': 28, 'type': 'artist', 'uri': 'spotify:artist:3kF3qKO6Fi9h8weEzynE5e'}",3kF3qKO6Fi9h8weEzynE5e,28,"['azonto', 'hiplife']",Seihor (feat. Dblack),35,0.902,0.897,5,-4.304,0,0.225,0.354,6.27e-05,0.119,0.661,110.96,afrobeats
5bPpNuK3qgt1UbI18QEUYx,Final (Baba Nla),WizKid,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3tVQdUvClmAT7URs9V3rsp'}, 'followers': {'href': None, 'total': 1862422}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3tVQdUvClmAT7URs9V3rsp', 'id': '3tVQdUvClmAT7URs9V3rsp', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9050b61368975fda051cdc06', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749050b61368975fda051cdc06', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789050b61368975fda051cdc06', 'width': 160}], 'name': 'WizKid', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:3tVQdUvClmAT7URs9V3rsp'}",3tVQdUvClmAT7URs9V3rsp,80,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",Final (Baba Nla) - Single,51,0.793,0.726,8,-6.693,0,0.082,0.163,0.0,0.0934,0.902,105.059,afrobeats
6vZyBHBd2evVUqX2USFcdm,Gobe,DaVido,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Y3agQaa6g2r0YmHPOO9rh'}, 'followers': {'href': None, 'total': 1247101}, 'genres': ['afropop', 'ghanaian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/0Y3agQaa6g2r0YmHPOO9rh', 'id': '0Y3agQaa6g2r0YmHPOO9rh', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb19947aac2283d92cae699753', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517419947aac2283d92cae699753', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17819947aac2283d92cae699753', 'width': 160}], 'name': 'DaVido', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:0Y3agQaa6g2r0YmHPOO9rh'}",0Y3agQaa6g2r0YmHPOO9rh,71,"['afropop', 'ghanaian hip hop', 'nigerian pop']",Best Of Davido,0,0.631,0.951,9,-5.3,1,0.109,0.171,0.0,0.205,0.776,124.011,afrobeats
6YrUPrGLY5CzrgyleP5kgG,Couper décaler,Teeyah,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/11N8QdhYGEkvG1WBEhNZ3O'}, 'followers': {'href': None, 'total': 22175}, 'genres': ['zouk'], 'href': 'https://api.spotify.com/v1/artists/11N8QdhYGEkvG1WBEhNZ3O', 'id': '11N8QdhYGEkvG1WBEhNZ3O', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273858785803750a872fb06fc9f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02858785803750a872fb06fc9f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851858785803750a872fb06fc9f', 'width': 64}], 'name': 'Teeyah', 'popularity': 41, 'type': 'artist', 'uri': 'spotify:artist:11N8QdhYGEkvG1WBEhNZ3O'}",11N8QdhYGEkvG1WBEhNZ3O,41,['zouk'],Retro Zouk Tunes,36,0.867,0.771,0,-7.59,1,0.103,0.0392,0.0112,0.0726,0.853,140.002,afrobeats
1urrkZaxQUFsoQD54wvjY3,Boom Boom Tah,Mista Silva,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2h3gbLjsYV1bTFr0qGYNb5'}, 'followers': {'href': None, 'total': 2703}, 'genres': ['afro dancehall'], 'href': 'https://api.spotify.com/v1/artists/2h3gbLjsYV1bTFr0qGYNb5', 'id': '2h3gbLjsYV1bTFr0qGYNb5', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe9e19e3b9ad109b66c0c2735', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e9e19e3b9ad109b66c0c2735', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e9e19e3b9ad109b66c0c2735', 'width': 160}], 'name': 'Mista Silva', 'popularity': 34, 'type': 'artist', 'uri': 'spotify:artist:2h3gbLjsYV1bTFr0qGYNb5'}",2h3gbLjsYV1bTFr0qGYNb5,34,['afro dancehall'],Full Vim,30,0.78,0.812,2,-6.263,0,0.0676,0.432,8.82e-05,0.264,0.791,126.028,afrobeats
5J4FiKDJIdJ8AKx2gaWMt4,Your Number,Ayo Jay,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1V6rvT87qMQvo6HAixjlpY'}, 'followers': {'href': None, 'total': 99273}, 'genres': ['dancehall'], 'href': 'https://api.spotify.com/v1/artists/1V6rvT87qMQvo6HAixjlpY', 'id': '1V6rvT87qMQvo6HAixjlpY', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebce443f093155b796b7b4382e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ce443f093155b796b7b4382e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ce443f093155b796b7b4382e', 'width': 160}], 'name': 'Ayo Jay', 'popularity': 56, 'type': 'artist', 'uri': 'spotify:artist:1V6rvT87qMQvo6HAixjlpY'}",1V6rvT87qMQvo6HAixjlpY,56,['dancehall'],Your Number,66,0.588,0.61,9,-5.008,0,0.234,0.534,0.0,0.303,0.645,99.926,afrobeats
