track_uri,track_name,artist_name,artist_info,artist_uri,artist_popularity,artist_genre,album,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
6C6xlP5zYRhYSNI5ORl6Wd,Don't Dull,WizKid,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3tVQdUvClmAT7URs9V3rsp'}, 'followers': {'href': None, 'total': 1862422}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3tVQdUvClmAT7URs9V3rsp', 'id': '3tVQdUvClmAT7URs9V3rsp', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9050b61368975fda051cdc06', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749050b61368975fda051cdc06', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789050b61368975fda051cdc06', 'width': 160}], 'name': 'WizKid', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:3tVQdUvClmAT7URs9V3rsp'}",3tVQdUvClmAT7URs9V3rsp,80,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",Superstar,51,0.816,0.799,8,-2.173,0,0.238,0.531,0.0,0.0834,0.925,110.008,afrobeats
1rVyxy6CRo3dB5z5oNKZfc,Swagger,Ruff-N-Smooth,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4KSIIR6dY7MPuq5WRWfS56'}, 'followers': {'href': None, 'total': 15262}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'hiplife', 'sierra leonean pop'], 'href': 'https://api.spotify.com/v1/artists/4KSIIR6dY7MPuq5WRWfS56', 'id': '4KSIIR6dY7MPuq5WRWfS56', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737841f60d333cb6d6c5959c96', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027841f60d333cb6d6c5959c96', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517841f60d333cb6d6c5959c96', 'width': 64}], 'name': 'Ruff-N-Smooth', 'popularity': 33, 'type': 'artist', 'uri': 'spotify:artist:4KSIIR6dY7MPuq5WRWfS56'}",4KSIIR6dY7MPuq5WRWfS56,33,"['afro dancehall', 'afropop', 'azonto', 'hiplife', 'sierra leonean pop']",Life Is Rough & Smooth,43,0.747,0.78,9,-10.149,0,0.0398,0.23,0.0,0.11,0.915,109.991,afrobeats
2oiMs23DJaCEj0KSj6ZOjv,Kolom,BukBak,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1E0CW7edfYKv66MrCVSnmV'}, 'followers': {'href': None, 'total': 115}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/1E0CW7edfYKv66MrCVSnmV', 'id': '1E0CW7edfYKv66MrCVSnmV', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27341681b5ad8c5936812d0f862', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0241681b5ad8c5936812d0f862', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485141681b5ad8c5936812d0f862', 'width': 64}], 'name': 'BukBak', 'popularity': 24, 'type': 'artist', 'uri': 'spotify:artist:1E0CW7edfYKv66MrCVSnmV'}",1E0CW7edfYKv66MrCVSnmV,24,[],Kolom,41,0.765,0.861,8,-2.81,1,0.165,0.209,0.0,0.345,0.905,127.978,afrobeats
7vpMQ2vmU6O2qFG7aNKwiL,Skin Tight (feat. Efya),Mr Eazi,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4TAoP0f9OuWZUesao43xUW'}, 'followers': {'href': None, 'total': 669594}, 'genres': ['afro dancehall', 'afropop', 'ghanaian hip hop', 'nigerian pop', 'swedish dancehall'], 'href': 'https://api.spotify.com/v1/artists/4TAoP0f9OuWZUesao43xUW', 'id': '4TAoP0f9OuWZUesao43xUW', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7539239e9e875caf1e7a7ed9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747539239e9e875caf1e7a7ed9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787539239e9e875caf1e7a7ed9', 'width': 160}], 'name': 'Mr Eazi', 'popularity': 70, 'type': 'artist', 'uri': 'spotify:artist:4TAoP0f9OuWZUesao43xUW'}",4TAoP0f9OuWZUesao43xUW,70,"['afro dancehall', 'afropop', 'ghanaian hip hop', 'nigerian pop', 'swedish dancehall']",Skin Tight (feat. Efya),0,0.654,0.439,9,-7.114,0,0.263,0.152,1.11e-05,0.111,0.512,111.358,afrobeats
1XD2smsByGKUCgHhyZyVtF,Amorawa - Bonus Track,Wande Coal,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1fYVmAFB7sC7eDoF3mJXla'}, 'followers': {'href': None, 'total': 271933}, 'genres': ['afro dancehall', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/1fYVmAFB7sC7eDoF3mJXla', 'id': '1fYVmAFB7sC7eDoF3mJXla', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4cc61e03fccf8573d5e9893e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744cc61e03fccf8573d5e9893e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784cc61e03fccf8573d5e9893e', 'width': 160}], 'name': 'Wande Coal', 'popularity': 58, 'type': 'artist', 'uri': 'spotify:artist:1fYVmAFB7sC7eDoF3mJXla'}",1fYVmAFB7sC7eDoF3mJXla,58,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",Wanted,37,0.551,0.786,8,-3.444,1,0.216,0.0154,0.0,0.183,0.544,195.844,afrobeats
1uUicV3BDzRccm6azPFnrl,Tonight,Burna Boy,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3wcj11K77LjEY1PkEazffa'}, 'followers': {'href': None, 'total': 2051057}, 'genres': ['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3wcj11K77LjEY1PkEazffa', 'id': '3wcj11K77LjEY1PkEazffa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1e6f47b5beb55b52cbece502', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741e6f47b5beb55b52cbece502', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781e6f47b5beb55b52cbece502', 'width': 160}], 'name': 'Burna Boy', 'popularity': 79, 'type': 'artist', 'uri': 'spotify:artist:3wcj11K77LjEY1PkEazffa'}",3wcj11K77LjEY1PkEazffa,79,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",L.I.F.E - Leaving an Impact for Eternity (Deluxe Edition),46,0.796,0.676,5,-6.51,0,0.0525,0.0359,6.26e-06,0.0549,0.733,112.019,afrobeats
0TDFU3SY7Z7l74c7M7kJFO,Kiss Your Hand (feat. Wande Coal),R2Bees,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LFsP7WPfu5inz9a1amcE4'}, 'followers': {'href': None, 'total': 92110}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'ghanaian pop', 'hiplife'], 'href': 'https://api.spotify.com/v1/artists/0LFsP7WPfu5inz9a1amcE4', 'id': '0LFsP7WPfu5inz9a1amcE4', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb42f0b7e5c0068e335f113ed2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517442f0b7e5c0068e335f113ed2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17842f0b7e5c0068e335f113ed2', 'width': 160}], 'name': 'R2Bees', 'popularity': 52, 'type': 'artist', 'uri': 'spotify:artist:0LFsP7WPfu5inz9a1amcE4'}",0LFsP7WPfu5inz9a1amcE4,52,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'ghanaian pop', 'hiplife']",Da Revolution,47,0.754,0.946,5,-3.581,1,0.0537,0.188,0.0,0.0706,0.923,125.013,afrobeats
6TARhI06IcFdWyVuuizLy1,Fall in Love,D'banj,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5RCdjio4ASMQ8CFaSuAl6C'}, 'followers': {'href': None, 'total': 130935}, 'genres': ['afro dancehall', 'afropop', 'azontobeats', 'highlife', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/5RCdjio4ASMQ8CFaSuAl6C', 'id': '5RCdjio4ASMQ8CFaSuAl6C', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4cd5da5d02daa5f6b3b26347', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744cd5da5d02daa5f6b3b26347', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784cd5da5d02daa5f6b3b26347', 'width': 160}], 'name': ""D'banj"", 'popularity': 49, 'type': 'artist', 'uri': 'spotify:artist:5RCdjio4ASMQ8CFaSuAl6C'}",5RCdjio4ASMQ8CFaSuAl6C,49,"['afro dancehall', 'afropop', 'azontobeats', 'highlife', 'nigerian pop']",D'banj Essentials,47,0.767,0.758,6,-7.067,1,0.0793,0.0395,0.0,0.276,0.893,104.983,afrobeats
57Gu531HyBd4QmPsQXl165,No Lele,WizKid,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3tVQdUvClmAT7URs9V3rsp'}, 'followers': {'href': None, 'total': 1862422}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3tVQdUvClmAT7URs9V3rsp', 'id': '3tVQdUvClmAT7URs9V3rsp', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9050b61368975fda051cdc06', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749050b61368975fda051cdc06', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789050b61368975fda051cdc06', 'width': 160}], 'name': 'WizKid', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:3tVQdUvClmAT7URs9V3rsp'}",3tVQdUvClmAT7URs9V3rsp,80,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",Superstar,45,0.559,0.835,6,-4.256,0,0.185,0.54,0.0,0.243,0.935,136.29,afrobeats
405XbnXle3IZ5Aj2bZT3Nu,The Thing,Drumz,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4fGcqONONvUtBpp8G84u7s'}, 'followers': {'href': None, 'total': 2409}, 'genres': ['afro dancehall', 'azonto'], 'href': 'https://api.spotify.com/v1/artists/4fGcqONONvUtBpp8G84u7s', 'id': '4fGcqONONvUtBpp8G84u7s', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1833216157227eef9772a12c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741833216157227eef9772a12c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781833216157227eef9772a12c', 'width': 160}], 'name': 'Drumz', 'popularity': 28, 'type': 'artist', 'uri': 'spotify:artist:4fGcqONONvUtBpp8G84u7s'}",4fGcqONONvUtBpp8G84u7s,28,"['afro dancehall', 'azonto']",The Thing,39,0.799,0.92,6,-2.888,0,0.121,0.552,0.0,0.0919,0.961,125.017,afrobeats
53C1jcNfeMGnlZLTbVrgU2,Malonogede,Timaya,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7gEgjd9W1P1iAD9FbubrqC'}, 'followers': {'href': None, 'total': 241409}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'dancehall', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/7gEgjd9W1P1iAD9FbubrqC', 'id': '7gEgjd9W1P1iAD9FbubrqC', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf9857d2ac958a6eccd2e35f3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f9857d2ac958a6eccd2e35f3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f9857d2ac958a6eccd2e35f3', 'width': 160}], 'name': 'Timaya', 'popularity': 58, 'type': 'artist', 'uri': 'spotify:artist:7gEgjd9W1P1iAD9FbubrqC'}",7gEgjd9W1P1iAD9FbubrqC,58,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'dancehall', 'nigerian pop']",Upgrade,39,0.738,0.931,7,-2.379,1,0.185,0.229,0.0,0.251,0.921,128.001,afrobeats
12n8d0AfedBQysTcN4Tg6W,Obianuju,Duncan Mighty,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5N47dnIfPuGH8kIHpf8gZK'}, 'followers': {'href': None, 'total': 88449}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'highlife', 'naija old school', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/5N47dnIfPuGH8kIHpf8gZK', 'id': '5N47dnIfPuGH8kIHpf8gZK', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb009f8d5934feef3f274b94ea', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174009f8d5934feef3f274b94ea', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178009f8d5934feef3f274b94ea', 'width': 160}], 'name': 'Duncan Mighty', 'popularity': 46, 'type': 'artist', 'uri': 'spotify:artist:5N47dnIfPuGH8kIHpf8gZK'}",5N47dnIfPuGH8kIHpf8gZK,46,"['afro dancehall', 'afropop', 'azonto', 'highlife', 'naija old school', 'nigerian pop']",Legacy (Ahamefuna),51,0.696,0.693,1,-4.031,1,0.101,0.187,0.0,0.0771,0.935,108.928,afrobeats
1zWSf29jBrScFFxwhr1OLa,Wengeze,Eazzy,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0kLj779fKzLC2dxFJjsVXm'}, 'followers': {'href': None, 'total': 8945}, 'genres': ['azonto', 'hiplife'], 'href': 'https://api.spotify.com/v1/artists/0kLj779fKzLC2dxFJjsVXm', 'id': '0kLj779fKzLC2dxFJjsVXm', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4fa0d3faed3be17bef4037c5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744fa0d3faed3be17bef4037c5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784fa0d3faed3be17bef4037c5', 'width': 160}], 'name': 'Eazzy', 'popularity': 20, 'type': 'artist', 'uri': 'spotify:artist:0kLj779fKzLC2dxFJjsVXm'}",0kLj779fKzLC2dxFJjsVXm,20,"['azonto', 'hiplife']",Bo Wonsem Ma Me,0,0.876,0.847,7,-5.642,1,0.22,0.134,0.0114,0.115,0.759,124.95,afrobeats
0c5mtgPNP2jBk9fdVtZ3lf,Tease Me / Bad Guys,WizKid,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3tVQdUvClmAT7URs9V3rsp'}, 'followers': {'href': None, 'total': 1862422}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3tVQdUvClmAT7URs9V3rsp', 'id': '3tVQdUvClmAT7URs9V3rsp', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9050b61368975fda051cdc06', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749050b61368975fda051cdc06', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789050b61368975fda051cdc06', 'width': 160}], 'name': 'WizKid', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:3tVQdUvClmAT7URs9V3rsp'}",3tVQdUvClmAT7URs9V3rsp,80,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",Superstar,44,0.613,0.951,9,-2.305,0,0.261,0.00376,0.0,0.0774,0.93,104.427,afrobeats
5odE6ttDuVxOebSaXsjTVz,Soke,Burna Boy,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3wcj11K77LjEY1PkEazffa'}, 'followers': {'href': None, 'total': 2051057}, 'genres': ['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3wcj11K77LjEY1PkEazffa', 'id': '3wcj11K77LjEY1PkEazffa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1e6f47b5beb55b52cbece502', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741e6f47b5beb55b52cbece502', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781e6f47b5beb55b52cbece502', 'width': 160}], 'name': 'Burna Boy', 'popularity': 79, 'type': 'artist', 'uri': 'spotify:artist:3wcj11K77LjEY1PkEazffa'}",3wcj11K77LjEY1PkEazffa,79,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",On A Spaceship,0,0.647,0.497,9,-11.174,1,0.104,0.599,5.86e-06,0.102,0.883,203.868,afrobeats
0tjRxRv1JonYbxX0RD1Smw,Karolina,Awilo Longomba,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0WDUZIWwoxCyAfT7NFFSFT'}, 'followers': {'href': None, 'total': 27264}, 'genres': ['afro dancehall', 'afropop', 'azontobeats', 'makossa', 'nigerian hip hop', 'soukous'], 'href': 'https://api.spotify.com/v1/artists/0WDUZIWwoxCyAfT7NFFSFT', 'id': '0WDUZIWwoxCyAfT7NFFSFT', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb42109893345f0ff9f82e4ace', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517442109893345f0ff9f82e4ace', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17842109893345f0ff9f82e4ace', 'width': 160}], 'name': 'Awilo Longomba', 'popularity': 42, 'type': 'artist', 'uri': 'spotify:artist:0WDUZIWwoxCyAfT7NFFSFT'}",0WDUZIWwoxCyAfT7NFFSFT,42,"['afro dancehall', 'afropop', 'azontobeats', 'makossa', 'nigerian hip hop', 'soukous']",Mondongo,51,0.637,0.977,4,-3.083,1,0.0494,0.0862,0.0,0.15,0.942,120.009,afrobeats
3sIofHrXIc1o5OFkP9Kk6N,Igwe,MidnightCrew,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0OMSLorUnoVqtEqfXw0Ejz'}, 'followers': {'href': None, 'total': 1512}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/0OMSLorUnoVqtEqfXw0Ejz', 'id': '0OMSLorUnoVqtEqfXw0Ejz', 'images': [], 'name': 'MidnightCrew', 'popularity': 0, 'type': 'artist', 'uri': 'spotify:artist:0OMSLorUnoVqtEqfXw0Ejz'}",0OMSLorUnoVqtEqfXw0Ejz,0,[],IGWE,0,0.521,0.886,9,-0.679,1,0.239,0.231,0.0,0.0782,0.744,115.051,afrobeats
0r6z4y1ipgGloVF3ZPSfZ7,Aben Wo Aha,Daddy Lumba,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5yeOizI77ma33LNac9KiZr'}, 'followers': {'href': None, 'total': 59113}, 'genres': ['azonto', 'highlife', 'hiplife'], 'href': 'https://api.spotify.com/v1/artists/5yeOizI77ma33LNac9KiZr', 'id': '5yeOizI77ma33LNac9KiZr', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7abb584c2364d2548c1a052c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747abb584c2364d2548c1a052c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787abb584c2364d2548c1a052c', 'width': 160}], 'name': 'Daddy Lumba', 'popularity': 43, 'type': 'artist', 'uri': 'spotify:artist:5yeOizI77ma33LNac9KiZr'}",5yeOizI77ma33LNac9KiZr,43,"['azonto', 'highlife', 'hiplife']",Aben Wa Ha,0,0.786,0.784,0,-5.167,1,0.0458,0.111,0.000929,0.0665,0.954,114.434,afrobeats
4Ql8dfmVkKEVz0ZMnvw8xi,Chingam (feat. Bisa Kdei),Sarkodie,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/01DTVE3KmoPogPZaOvMqO8'}, 'followers': {'href': None, 'total': 243224}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'hiplife'], 'href': 'https://api.spotify.com/v1/artists/01DTVE3KmoPogPZaOvMqO8', 'id': '01DTVE3KmoPogPZaOvMqO8', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd15432e0aded2368e37bda5e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d15432e0aded2368e37bda5e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d15432e0aded2368e37bda5e', 'width': 160}], 'name': 'Sarkodie', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:01DTVE3KmoPogPZaOvMqO8'}",01DTVE3KmoPogPZaOvMqO8,57,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'hiplife']",Chingam (feat. Bisa Kdei),39,0.768,0.851,0,-4.947,0,0.144,0.311,0.0,0.386,0.701,107.981,afrobeats
7AJcPmSg6OhbdTkOSXQ8YO,Hol' it,Shatta Wale,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/42q0rYXtR561ypg1Fcw1PI'}, 'followers': {'href': None, 'total': 131691}, 'genres': ['afro dancehall', 'azonto', 'azontobeats', 'ghanaian pop'], 'href': 'https://api.spotify.com/v1/artists/42q0rYXtR561ypg1Fcw1PI', 'id': '42q0rYXtR561ypg1Fcw1PI', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7bd706881e7d739d32bafb43', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747bd706881e7d739d32bafb43', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787bd706881e7d739d32bafb43', 'width': 160}], 'name': 'Shatta Wale', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:42q0rYXtR561ypg1Fcw1PI'}",42q0rYXtR561ypg1Fcw1PI,57,"['afro dancehall', 'azonto', 'azontobeats', 'ghanaian pop']",Hol' it,0,0.712,0.446,2,-8.349,0,0.34,0.0533,0.0,0.254,0.641,111.323,afrobeats
7ceisg9MpCeJoLaoPfyu0V,Tonga,Joey B,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7ACLUXo71FsLZaKMOPDnEJ'}, 'followers': {'href': None, 'total': 59368}, 'genres': ['azonto', 'ghanaian pop'], 'href': 'https://api.spotify.com/v1/artists/7ACLUXo71FsLZaKMOPDnEJ', 'id': '7ACLUXo71FsLZaKMOPDnEJ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb64076c520185cfd0d28f2c67', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517464076c520185cfd0d28f2c67', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17864076c520185cfd0d28f2c67', 'width': 160}], 'name': 'Joey B', 'popularity': 49, 'type': 'artist', 'uri': 'spotify:artist:7ACLUXo71FsLZaKMOPDnEJ'}",7ACLUXo71FsLZaKMOPDnEJ,49,"['azonto', 'ghanaian pop']",Tonga,44,0.901,0.645,1,-4.987,1,0.0589,0.13,7.64e-06,0.0969,0.538,108.04,afrobeats
3dx6COHzPCAB1JFFMj58gW,Ajeei (feat. Nana Boroo & Sarkodie),R2Bees,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LFsP7WPfu5inz9a1amcE4'}, 'followers': {'href': None, 'total': 92110}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'ghanaian pop', 'hiplife'], 'href': 'https://api.spotify.com/v1/artists/0LFsP7WPfu5inz9a1amcE4', 'id': '0LFsP7WPfu5inz9a1amcE4', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb42f0b7e5c0068e335f113ed2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517442f0b7e5c0068e335f113ed2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17842f0b7e5c0068e335f113ed2', 'width': 160}], 'name': 'R2Bees', 'popularity': 52, 'type': 'artist', 'uri': 'spotify:artist:0LFsP7WPfu5inz9a1amcE4'}",0LFsP7WPfu5inz9a1amcE4,52,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'ghanaian pop', 'hiplife']",Refuse to Be Broke: Da Revolution 2,33,0.775,0.852,2,-3.414,0,0.0432,0.389,0.0,0.34,0.475,111.845,afrobeats
0hjNPLAN4ZRG57yqOvCL02,You Bad,Wande Coal Ft D'Banj,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tmpexALmQ8dt4wqdkMPZo'}, 'followers': {'href': None, 'total': 257}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/7tmpexALmQ8dt4wqdkMPZo', 'id': '7tmpexALmQ8dt4wqdkMPZo', 'images': [], 'name': ""Wande Coal Ft D'Banj"", 'popularity': 0, 'type': 'artist', 'uri': 'spotify:artist:7tmpexALmQ8dt4wqdkMPZo'}",7tmpexALmQ8dt4wqdkMPZo,0,[],51 Lex Records Presents Carnizelas Vol.2,0,0.744,0.747,1,-6.24,1,0.0549,0.405,0.0,0.0867,0.774,120.044,afrobeats
75u7OvDfLHg0574MoNQhyd,Caro (feat. Lax),WizKid,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3tVQdUvClmAT7URs9V3rsp'}, 'followers': {'href': None, 'total': 1862422}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3tVQdUvClmAT7URs9V3rsp', 'id': '3tVQdUvClmAT7URs9V3rsp', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9050b61368975fda051cdc06', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749050b61368975fda051cdc06', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789050b61368975fda051cdc06', 'width': 160}], 'name': 'WizKid', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:3tVQdUvClmAT7URs9V3rsp'}",3tVQdUvClmAT7URs9V3rsp,80,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",Ayo,53,0.698,0.944,9,-2.48,0,0.0628,0.0214,4.68e-05,0.485,0.915,122.183,afrobeats
