track_uri,track_name,artist_name,artist_uri,album,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
0b7YcZJ186TaQZzxrxIO1e,Yanna,Chop Daily,36cvcz2WaGMpYLeFaeWZUG,Yanna,56,0.526,0.435,10,-11.847,0,0.0748,0.285,0.00253,0.111,0.244,118.209,audio_features,0b7YcZJ186TaQZzxrxIO1e,spotify:track:0b7YcZJ186TaQZzxrxIO1e,https://api.spotify.com/v1/tracks/0b7YcZJ186TaQZzxrxIO1e,https://api.spotify.com/v1/audio-analysis/0b7YcZJ186TaQZzxrxIO1e,133458,5,afrobeats
7sWaLgAGXLdAzRdqmwXilZ,Confirmed,DarkoVibes,5a3kizlLAxR0P6qZEti8T8,Kpanlogo,38,0.636,0.522,10,-8.454,0,0.311,0.515,0.000385,0.101,0.695,106.933,audio_features,7sWaLgAGXLdAzRdqmwXilZ,spotify:track:7sWaLgAGXLdAzRdqmwXilZ,https://api.spotify.com/v1/tracks/7sWaLgAGXLdAzRdqmwXilZ,https://api.spotify.com/v1/audio-analysis/7sWaLgAGXLdAzRdqmwXilZ,201926,4,afrobeats
1xNAMQydjXH9LalZxVt4dN,Symbiosis,Ajebo Hustlers,7oVwzvvrXEC8LbXhaNjTi4,Symbiosis,42,0.765,0.477,3,-7.195,0,0.361,0.239,0.0,0.126,0.668,103.872,audio_features,1xNAMQydjXH9LalZxVt4dN,spotify:track:1xNAMQydjXH9LalZxVt4dN,https://api.spotify.com/v1/tracks/1xNAMQydjXH9LalZxVt4dN,https://api.spotify.com/v1/audio-analysis/1xNAMQydjXH9LalZxVt4dN,249287,4,afrobeats
4oSaDbPHSlDxWA9PrTnqvC,PuTTin,Tekno,6IhG3Yxm3UW98jhyBvrIut,PuTTin,51,0.592,0.642,6,-6.576,0,0.0544,0.314,0.342,0.0932,0.653,199.903,audio_features,4oSaDbPHSlDxWA9PrTnqvC,spotify:track:4oSaDbPHSlDxWA9PrTnqvC,https://api.spotify.com/v1/tracks/4oSaDbPHSlDxWA9PrTnqvC,https://api.spotify.com/v1/audio-analysis/4oSaDbPHSlDxWA9PrTnqvC,155250,4,afrobeats
2EgxDtfxpFZ8hZnbahDSET,Forever,Gyakie,1zO1FWFxxNUCqUuGATxZQZ,Seed,0,0.751,0.391,1,-9.283,1,0.0324,0.396,0.00342,0.0929,0.468,100.044,audio_features,2EgxDtfxpFZ8hZnbahDSET,spotify:track:2EgxDtfxpFZ8hZnbahDSET,https://api.spotify.com/v1/tracks/2EgxDtfxpFZ8hZnbahDSET,https://api.spotify.com/v1/audio-analysis/2EgxDtfxpFZ8hZnbahDSET,196162,4,afrobeats
00QJNRiXuI2zTlPCwUpg54,falling,Dayonthetrack,7vsaQwuPAG2PSWPVitnXrc,falling,14,0.731,0.854,5,-4.431,0,0.0637,0.345,0.000161,0.158,0.513,100.038,audio_features,00QJNRiXuI2zTlPCwUpg54,spotify:track:00QJNRiXuI2zTlPCwUpg54,https://api.spotify.com/v1/tracks/00QJNRiXuI2zTlPCwUpg54,https://api.spotify.com/v1/audio-analysis/00QJNRiXuI2zTlPCwUpg54,170220,4,afrobeats
3zKZGNFjcD3M9ECs24xe7p,Trap Out The Submarine,Rema,46pWGuE3dSwY3bMMXGBvVS,Freestyle EP,39,0.591,0.691,7,-6.014,0,0.0646,0.42,0.0,0.0705,0.0656,159.875,audio_features,3zKZGNFjcD3M9ECs24xe7p,spotify:track:3zKZGNFjcD3M9ECs24xe7p,https://api.spotify.com/v1/tracks/3zKZGNFjcD3M9ECs24xe7p,https://api.spotify.com/v1/audio-analysis/3zKZGNFjcD3M9ECs24xe7p,144000,4,afrobeats
0ia4H4cZvgX4iVJSPFYD6I,Abena,Sean Tizzle,6J5O4svAiMxfVAisbPhA5a,Abena,36,0.647,0.673,8,-6.637,0,0.119,0.211,1.24e-06,0.105,0.715,97.977,audio_features,0ia4H4cZvgX4iVJSPFYD6I,spotify:track:0ia4H4cZvgX4iVJSPFYD6I,https://api.spotify.com/v1/tracks/0ia4H4cZvgX4iVJSPFYD6I,https://api.spotify.com/v1/audio-analysis/0ia4H4cZvgX4iVJSPFYD6I,205767,4,afrobeats
4sCCgLTynVgwC5kwEOW1J4,Go Low,L.A.X,6lNEt5LSOQRUFl43OnnHUL,ZaZa Vibes,65,0.869,0.413,1,-9.105,0,0.0604,0.394,0.154,0.0816,0.824,112.013,audio_features,4sCCgLTynVgwC5kwEOW1J4,spotify:track:4sCCgLTynVgwC5kwEOW1J4,https://api.spotify.com/v1/tracks/4sCCgLTynVgwC5kwEOW1J4,https://api.spotify.com/v1/audio-analysis/4sCCgLTynVgwC5kwEOW1J4,173636,4,afrobeats
1oK1vBVgLgGMdiNjaUQNi1,Alive,Dami Oniru,0WwZMQoxKjgOOicFhd08yx,Bri's Lounge,46,0.612,0.458,10,-6.599,0,0.081,0.0765,2.17e-05,0.138,0.556,80.045,audio_features,1oK1vBVgLgGMdiNjaUQNi1,spotify:track:1oK1vBVgLgGMdiNjaUQNi1,https://api.spotify.com/v1/tracks/1oK1vBVgLgGMdiNjaUQNi1,https://api.spotify.com/v1/audio-analysis/1oK1vBVgLgGMdiNjaUQNi1,162011,4,afrobeats
1cH8NrwMXJxcCow3DkO2Sj,Slow Burner,Larry Gaaga,62s0EsXQNJEwy8fKZ386VU,Slow Burner,45,0.809,0.526,0,-6.132,1,0.0915,0.393,0.489,0.104,0.484,105.001,audio_features,1cH8NrwMXJxcCow3DkO2Sj,spotify:track:1cH8NrwMXJxcCow3DkO2Sj,https://api.spotify.com/v1/tracks/1cH8NrwMXJxcCow3DkO2Sj,https://api.spotify.com/v1/audio-analysis/1cH8NrwMXJxcCow3DkO2Sj,194286,4,afrobeats
6s3j58gb9wixIYjcgKVXbZ,Jollof On The Jet,Cuppy,12BjfR9LIzpDecdcMGvu7f,Original Copy,49,0.66,0.865,7,-4.107,0,0.0777,0.00806,0.0,0.452,0.961,90.021,audio_features,6s3j58gb9wixIYjcgKVXbZ,spotify:track:6s3j58gb9wixIYjcgKVXbZ,https://api.spotify.com/v1/tracks/6s3j58gb9wixIYjcgKVXbZ,https://api.spotify.com/v1/audio-analysis/6s3j58gb9wixIYjcgKVXbZ,143560,4,afrobeats
5OBQFjhptt7iYk0fivLaiy,Kill Man,Terri,6h3iqdnfBKV2jRhUJz0oto,Afro Series,43,0.807,0.716,9,-5.007,0,0.155,0.465,0.0,0.218,0.745,99.975,audio_features,5OBQFjhptt7iYk0fivLaiy,spotify:track:5OBQFjhptt7iYk0fivLaiy,https://api.spotify.com/v1/tracks/5OBQFjhptt7iYk0fivLaiy,https://api.spotify.com/v1/audio-analysis/5OBQFjhptt7iYk0fivLaiy,189600,4,afrobeats
2X61NkgiKmrZz1c2WHSieA,Na You,Odeal,2BPwxhCvvcb8xDl8GWIjbh,Na You,47,0.733,0.693,5,-5.008,1,0.145,0.252,3.76e-05,0.296,0.447,104.817,audio_features,2X61NkgiKmrZz1c2WHSieA,spotify:track:2X61NkgiKmrZz1c2WHSieA,https://api.spotify.com/v1/tracks/2X61NkgiKmrZz1c2WHSieA,https://api.spotify.com/v1/audio-analysis/2X61NkgiKmrZz1c2WHSieA,210687,4,afrobeats
2Hl8gV4o4WTclSWJ77xvMY,Joko,Shae Jacobs,6ImrY70oL7099KK1RSFq1J,Joko,42,0.763,0.621,11,-7.937,0,0.143,0.194,0.0,0.222,0.714,94.83,audio_features,2Hl8gV4o4WTclSWJ77xvMY,spotify:track:2Hl8gV4o4WTclSWJ77xvMY,https://api.spotify.com/v1/tracks/2Hl8gV4o4WTclSWJ77xvMY,https://api.spotify.com/v1/audio-analysis/2Hl8gV4o4WTclSWJ77xvMY,156000,4,afrobeats
009aKR7UUSXJYKyVoZ3FvC,Salvation,Ogranya,2Y4GWlZVnj2QoLJb5r85of,Salvation,31,0.764,0.334,7,-14.298,1,0.117,0.13,4.47e-05,0.0935,0.687,93.955,audio_features,009aKR7UUSXJYKyVoZ3FvC,spotify:track:009aKR7UUSXJYKyVoZ3FvC,https://api.spotify.com/v1/tracks/009aKR7UUSXJYKyVoZ3FvC,https://api.spotify.com/v1/audio-analysis/009aKR7UUSXJYKyVoZ3FvC,155820,4,afrobeats
3NbbpgWyyprHrllhvSp4xo,Resistance (feat. SGaWD),Jess ETA,0pl5KisZPcKHhrruuvFg3y,Resistance (feat. SGaWD),37,0.477,0.461,7,-9.35,1,0.211,0.201,5.26e-06,0.197,0.316,91.206,audio_features,3NbbpgWyyprHrllhvSp4xo,spotify:track:3NbbpgWyyprHrllhvSp4xo,https://api.spotify.com/v1/tracks/3NbbpgWyyprHrllhvSp4xo,https://api.spotify.com/v1/audio-analysis/3NbbpgWyyprHrllhvSp4xo,213537,4,afrobeats
5aiYvKOiDnxqFAsgcReujZ,L'Amour Ne Suffit Pas,Diane Dddd,62MufOQctTd5rxW46i0ehY,Juste Un Dimanche,16,0.696,0.42,10,-9.818,1,0.267,0.652,0.0,0.112,0.732,96.778,audio_features,5aiYvKOiDnxqFAsgcReujZ,spotify:track:5aiYvKOiDnxqFAsgcReujZ,https://api.spotify.com/v1/tracks/5aiYvKOiDnxqFAsgcReujZ,https://api.spotify.com/v1/audio-analysis/5aiYvKOiDnxqFAsgcReujZ,159739,4,afrobeats
3pLUJWBRx9PBdphuNxn3Ka,Summeryomuthi,Blaq Diamond,7hdf9DSpgCpqVh03Ql1LKe,Summeryomuthi,0,0.847,0.862,0,-2.87,0,0.0765,0.00905,0.00122,0.085,0.445,99.996,audio_features,3pLUJWBRx9PBdphuNxn3Ka,spotify:track:3pLUJWBRx9PBdphuNxn3Ka,https://api.spotify.com/v1/tracks/3pLUJWBRx9PBdphuNxn3Ka,https://api.spotify.com/v1/audio-analysis/3pLUJWBRx9PBdphuNxn3Ka,273600,4,afrobeats
32JDFirG03eWygXp4nS5SR,All Day,JayO,1IMENE2OCzsrXuu62aW1mD,All Day,17,0.912,0.195,0,-10.219,0,0.11,0.237,0.0532,0.106,0.712,101.993,audio_features,32JDFirG03eWygXp4nS5SR,spotify:track:32JDFirG03eWygXp4nS5SR,https://api.spotify.com/v1/tracks/32JDFirG03eWygXp4nS5SR,https://api.spotify.com/v1/audio-analysis/32JDFirG03eWygXp4nS5SR,188235,4,afrobeats
7fCvaZ7xK0kEcqME9Oqib3,Je,Ghetto Boy,5gztxlbwQ2Gamz2hWaNIrA,Me Vs You,28,0.799,0.605,9,-9.949,0,0.101,0.162,0.000565,0.0842,0.897,94.988,audio_features,7fCvaZ7xK0kEcqME9Oqib3,spotify:track:7fCvaZ7xK0kEcqME9Oqib3,https://api.spotify.com/v1/tracks/7fCvaZ7xK0kEcqME9Oqib3,https://api.spotify.com/v1/audio-analysis/7fCvaZ7xK0kEcqME9Oqib3,237576,4,afrobeats
5sjK2PoEh0AxtJdKynjDRd,Tonongo,Lojay,3ONGmday8YN8AkbsRk01iL,Tonongo,54,0.733,0.571,2,-5.349,0,0.152,0.489,0.000208,0.34,0.425,90.131,audio_features,5sjK2PoEh0AxtJdKynjDRd,spotify:track:5sjK2PoEh0AxtJdKynjDRd,https://api.spotify.com/v1/tracks/5sjK2PoEh0AxtJdKynjDRd,https://api.spotify.com/v1/audio-analysis/5sjK2PoEh0AxtJdKynjDRd,149333,4,afrobeats
5v7Xw46buqlICC6vsJgsLw,I Dey There,Jujuboy Star,3L5xJkOr7jAd1ji5Hrdl8a,I Dey There,49,0.878,0.77,0,-4.206,1,0.121,0.0519,0.00303,0.116,0.801,104.999,audio_features,5v7Xw46buqlICC6vsJgsLw,spotify:track:5v7Xw46buqlICC6vsJgsLw,https://api.spotify.com/v1/tracks/5v7Xw46buqlICC6vsJgsLw,https://api.spotify.com/v1/audio-analysis/5v7Xw46buqlICC6vsJgsLw,188732,4,afrobeats
4QK9a57yENn3p0YNydZJ4q,Ògógóro No Sweet Pass Pami,Mr Eazi,4TAoP0f9OuWZUesao43xUW,One Day You Will Understand,32,0.773,0.448,6,-9.036,0,0.144,0.555,5.61e-06,0.165,0.679,96.937,audio_features,4QK9a57yENn3p0YNydZJ4q,spotify:track:4QK9a57yENn3p0YNydZJ4q,https://api.spotify.com/v1/tracks/4QK9a57yENn3p0YNydZJ4q,https://api.spotify.com/v1/audio-analysis/4QK9a57yENn3p0YNydZJ4q,140128,4,afrobeats
1VFBWTermm10LDD6G0qFdV,Cheating,Kkeda,0seIm2Vmyh7V7oqRX2uZtC,Cheating,20,0.841,0.382,2,-10.883,0,0.0983,0.572,0.000106,0.0964,0.476,99.973,audio_features,1VFBWTermm10LDD6G0qFdV,spotify:track:1VFBWTermm10LDD6G0qFdV,https://api.spotify.com/v1/tracks/1VFBWTermm10LDD6G0qFdV,https://api.spotify.com/v1/audio-analysis/1VFBWTermm10LDD6G0qFdV,177600,4,afrobeats
5zUKvayGxqwDr74q1Ooy1m,WEAKNESS,Oxlade,3WTrdbZU99dgTtt3ZkyamT,OXYGENE,37,0.593,0.543,6,-9.848,0,0.0862,0.387,0.0488,0.106,0.455,102.399,audio_features,5zUKvayGxqwDr74q1Ooy1m,spotify:track:5zUKvayGxqwDr74q1Ooy1m,https://api.spotify.com/v1/tracks/5zUKvayGxqwDr74q1Ooy1m,https://api.spotify.com/v1/audio-analysis/5zUKvayGxqwDr74q1Ooy1m,214118,4,afrobeats
7lJtRbSmuXwzoeFbtrYHzr,Can't Relate,Omah Lay,5yOvAmpIR7hVxiS6Ls5DPO,What Have We Done,54,0.642,0.479,3,-8.027,0,0.276,0.295,2.89e-05,0.143,0.398,101.825,audio_features,7lJtRbSmuXwzoeFbtrYHzr,spotify:track:7lJtRbSmuXwzoeFbtrYHzr,https://api.spotify.com/v1/tracks/7lJtRbSmuXwzoeFbtrYHzr,https://api.spotify.com/v1/audio-analysis/7lJtRbSmuXwzoeFbtrYHzr,183641,4,afrobeats
3BtKrK9NR1TM9T8eYXGh2W,Baby,Twitch 4EVA,1U9hi0kw9OcJiw7xvwE6go,Baby,32,0.691,0.502,11,-8.774,0,0.215,0.645,0.0,0.102,0.587,96.989,audio_features,3BtKrK9NR1TM9T8eYXGh2W,spotify:track:3BtKrK9NR1TM9T8eYXGh2W,https://api.spotify.com/v1/tracks/3BtKrK9NR1TM9T8eYXGh2W,https://api.spotify.com/v1/audio-analysis/3BtKrK9NR1TM9T8eYXGh2W,139738,4,afrobeats
4IeThM9hJimbEGQTnYZSMC,Caro,PsychoYP,4Hyl7QROvzELSzMO7OXdjr,"YP & Azanti, Vol. 1",42,0.699,0.745,6,-6.713,0,0.0738,0.514,0.0,0.311,0.71,96.982,audio_features,4IeThM9hJimbEGQTnYZSMC,spotify:track:4IeThM9hJimbEGQTnYZSMC,https://api.spotify.com/v1/tracks/4IeThM9hJimbEGQTnYZSMC,https://api.spotify.com/v1/audio-analysis/4IeThM9hJimbEGQTnYZSMC,188053,4,afrobeats
2rFPUq8a7gvO0IuaN9LpV7,In Fact (feat. Gabzy),melvitto,4Xj0nxVO4r7PLEaw7LRiBa,THENIGHTISYOUNG.,68,0.915,0.321,0,-10.024,0,0.437,0.803,9.51e-05,0.112,0.606,89.956,audio_features,2rFPUq8a7gvO0IuaN9LpV7,spotify:track:2rFPUq8a7gvO0IuaN9LpV7,https://api.spotify.com/v1/tracks/2rFPUq8a7gvO0IuaN9LpV7,https://api.spotify.com/v1/audio-analysis/2rFPUq8a7gvO0IuaN9LpV7,225179,4,afrobeats
2MboJofvM4ERzJ9uPtRyaT,Ojoro,Oxlade,3WTrdbZU99dgTtt3ZkyamT,Ojoro,20,0.443,0.174,3,-17.563,1,0.0493,0.64,0.0,0.0419,0.625,95.201,audio_features,2MboJofvM4ERzJ9uPtRyaT,spotify:track:2MboJofvM4ERzJ9uPtRyaT,https://api.spotify.com/v1/tracks/2MboJofvM4ERzJ9uPtRyaT,https://api.spotify.com/v1/audio-analysis/2MboJofvM4ERzJ9uPtRyaT,213943,4,afrobeats
7zubSmuSBhEmxJVcOkxvP9,Usual,melvitto,4Xj0nxVO4r7PLEaw7LRiBa,soon.,53,0.66,0.397,0,-7.646,0,0.0562,0.661,0.00123,0.0742,0.695,199.781,audio_features,7zubSmuSBhEmxJVcOkxvP9,spotify:track:7zubSmuSBhEmxJVcOkxvP9,https://api.spotify.com/v1/tracks/7zubSmuSBhEmxJVcOkxvP9,https://api.spotify.com/v1/audio-analysis/7zubSmuSBhEmxJVcOkxvP9,167638,4,afrobeats
1Kbfrn4WZ3O1zXSYqMWdBu,Soweto Sunsets,Castro,35o4S4FOdo7sF0mn2Qd2O8,Soweto Sunsets,10,0.62,0.48,6,-11.15,0,0.0881,0.0222,0.000129,0.0878,0.0795,233.936,audio_features,1Kbfrn4WZ3O1zXSYqMWdBu,spotify:track:1Kbfrn4WZ3O1zXSYqMWdBu,https://api.spotify.com/v1/tracks/1Kbfrn4WZ3O1zXSYqMWdBu,https://api.spotify.com/v1/audio-analysis/1Kbfrn4WZ3O1zXSYqMWdBu,202067,4,afrobeats
2yIUb32c5s0cjMFuQJKTy7,Confession,Omah Lay,5yOvAmpIR7hVxiS6Ls5DPO,What Have We Done,49,0.641,0.255,8,-11.828,1,0.476,0.447,0.00331,0.11,0.51,135.21,audio_features,2yIUb32c5s0cjMFuQJKTy7,spotify:track:2yIUb32c5s0cjMFuQJKTy7,https://api.spotify.com/v1/tracks/2yIUb32c5s0cjMFuQJKTy7,https://api.spotify.com/v1/audio-analysis/2yIUb32c5s0cjMFuQJKTy7,180773,5,afrobeats
3eUi4fK8AxqpuAt086XBUv,oliver kahn (feat. Boj),CKay,048LktY5zMnakWq7PTtFrz,CKay The First,53,0.757,0.662,6,-6.032,0,0.055,0.572,0.000233,0.125,0.501,95.96,audio_features,3eUi4fK8AxqpuAt086XBUv,spotify:track:3eUi4fK8AxqpuAt086XBUv,https://api.spotify.com/v1/tracks/3eUi4fK8AxqpuAt086XBUv,https://api.spotify.com/v1/audio-analysis/3eUi4fK8AxqpuAt086XBUv,172653,4,afrobeats
5RFUao2hVBqb7PT6Mag63z,Sade,L.A.X,6lNEt5LSOQRUFl43OnnHUL,ZaZa Vibes,54,0.593,0.574,6,-5.365,0,0.114,0.527,0.0,0.107,0.559,127.48,audio_features,5RFUao2hVBqb7PT6Mag63z,spotify:track:5RFUao2hVBqb7PT6Mag63z,https://api.spotify.com/v1/tracks/5RFUao2hVBqb7PT6Mag63z,https://api.spotify.com/v1/audio-analysis/5RFUao2hVBqb7PT6Mag63z,141031,5,afrobeats
1jG7nriFng91OZdAw9eaBb,Ogaranya,Reminisce,4YIOi9aFNviV1jRQeiNZgO,Vibes & Insha Allah,50,0.794,0.742,5,-6.497,0,0.103,0.0352,0.00768,0.124,0.657,100.002,audio_features,1jG7nriFng91OZdAw9eaBb,spotify:track:1jG7nriFng91OZdAw9eaBb,https://api.spotify.com/v1/tracks/1jG7nriFng91OZdAw9eaBb,https://api.spotify.com/v1/audio-analysis/1jG7nriFng91OZdAw9eaBb,192888,4,afrobeats
195gI4iKEMVJ9KumCQS6i5,No Secrets,E Kelly,3i1H48XqmNvnbFASTaUs7l,No Secrets,27,0.811,0.461,6,-8.263,0,0.057,0.316,0.000791,0.126,0.698,125.184,audio_features,195gI4iKEMVJ9KumCQS6i5,spotify:track:195gI4iKEMVJ9KumCQS6i5,https://api.spotify.com/v1/tracks/195gI4iKEMVJ9KumCQS6i5,https://api.spotify.com/v1/audio-analysis/195gI4iKEMVJ9KumCQS6i5,154326,5,afrobeats
0iAaWWI4dBfq3v5sCpvqxo,Gobe - Remix,L.A.X,6lNEt5LSOQRUFl43OnnHUL,ZaZa Vibes,51,0.755,0.496,9,-7.125,1,0.289,0.309,0.00193,0.132,0.605,92.265,audio_features,0iAaWWI4dBfq3v5sCpvqxo,spotify:track:0iAaWWI4dBfq3v5sCpvqxo,https://api.spotify.com/v1/tracks/0iAaWWI4dBfq3v5sCpvqxo,https://api.spotify.com/v1/audio-analysis/0iAaWWI4dBfq3v5sCpvqxo,208696,4,afrobeats
17JuQJJwiZz8xLExCOf59u,beeni (feat. Barry Jhay),CKay,048LktY5zMnakWq7PTtFrz,CKay The First,51,0.567,0.756,4,-3.559,0,0.284,0.18,0.0,0.359,0.626,208.2,audio_features,17JuQJJwiZz8xLExCOf59u,spotify:track:17JuQJJwiZz8xLExCOf59u,https://api.spotify.com/v1/tracks/17JuQJJwiZz8xLExCOf59u,https://api.spotify.com/v1/audio-analysis/17JuQJJwiZz8xLExCOf59u,199027,4,afrobeats
6X6hjVVftNVrvjP5UpYyZS,Monalisa,Nizzy,49MZ2LfoETArTTAJPnQd4R,Pillow Therapy,0,0.535,0.687,0,-7.061,0,0.316,0.568,4.32e-05,0.104,0.695,169.667,audio_features,6X6hjVVftNVrvjP5UpYyZS,spotify:track:6X6hjVVftNVrvjP5UpYyZS,https://api.spotify.com/v1/tracks/6X6hjVVftNVrvjP5UpYyZS,https://api.spotify.com/v1/audio-analysis/6X6hjVVftNVrvjP5UpYyZS,214805,4,afrobeats
3tu8MuLjweaa0xxAfTKaI3,Attention,Tiwa Savage,1hNaHKp2Za5YdOAG0WnRbc,Celia,51,0.525,0.67,2,-4.938,1,0.0652,0.302,0.0,0.314,0.27,105.32,audio_features,3tu8MuLjweaa0xxAfTKaI3,spotify:track:3tu8MuLjweaa0xxAfTKaI3,https://api.spotify.com/v1/tracks/3tu8MuLjweaa0xxAfTKaI3,https://api.spotify.com/v1/audio-analysis/3tu8MuLjweaa0xxAfTKaI3,205453,4,afrobeats
1cAC877yxQyX6AwXITokec,Myself,Basketmouth,12bnIxBXecZzYmrJKRbaQ4,Yabasi,40,0.48,0.734,4,-6.978,0,0.287,0.161,0.0,0.108,0.777,95.735,audio_features,1cAC877yxQyX6AwXITokec,spotify:track:1cAC877yxQyX6AwXITokec,https://api.spotify.com/v1/tracks/1cAC877yxQyX6AwXITokec,https://api.spotify.com/v1/audio-analysis/1cAC877yxQyX6AwXITokec,203396,4,afrobeats
5TMHmqJDWs0TUg5Cf25obW,Emotions,Boj,4qYpTEJThZ8FC8KzyFrSWW,Emotions,33,0.84,0.53,5,-8.061,0,0.141,0.24,0.00021,0.0567,0.802,97.028,audio_features,5TMHmqJDWs0TUg5Cf25obW,spotify:track:5TMHmqJDWs0TUg5Cf25obW,https://api.spotify.com/v1/tracks/5TMHmqJDWs0TUg5Cf25obW,https://api.spotify.com/v1/audio-analysis/5TMHmqJDWs0TUg5Cf25obW,163299,4,afrobeats
3gWeLV6bwKbkHDCbc9XVVL,Falling,LADIPOE,379IT6Szv0zgnw4xrdu4mu,T.A.P (Talk About Poe),39,0.824,0.435,9,-10.031,0,0.422,0.723,6.74e-06,0.213,0.269,109.898,audio_features,3gWeLV6bwKbkHDCbc9XVVL,spotify:track:3gWeLV6bwKbkHDCbc9XVVL,https://api.spotify.com/v1/tracks/3gWeLV6bwKbkHDCbc9XVVL,https://api.spotify.com/v1/audio-analysis/3gWeLV6bwKbkHDCbc9XVVL,192684,4,afrobeats
5qaUDvqjsI6lnrtEhQqMle,JUMPING SHIP,Amaarae,21UPYSRWFKwtqvSAnFnSvS,THE ANGEL YOU DON'T KNOW,57,0.758,0.601,4,-7.042,0,0.141,0.151,0.00809,0.169,0.575,126.03,audio_features,5qaUDvqjsI6lnrtEhQqMle,spotify:track:5qaUDvqjsI6lnrtEhQqMle,https://api.spotify.com/v1/tracks/5qaUDvqjsI6lnrtEhQqMle,https://api.spotify.com/v1/audio-analysis/5qaUDvqjsI6lnrtEhQqMle,201637,4,afrobeats
3AcL0ZDl6o7qdoHMGJCnTx,Loco (feat. Mayorkun),KDDO,7zNK87FEWbBWd4ecCEq5rR,TOO LATE TOO LIT (EP),36,0.774,0.709,8,-6.122,1,0.0465,0.0764,6.14e-05,0.0671,0.591,114.024,audio_features,3AcL0ZDl6o7qdoHMGJCnTx,spotify:track:3AcL0ZDl6o7qdoHMGJCnTx,https://api.spotify.com/v1/tracks/3AcL0ZDl6o7qdoHMGJCnTx,https://api.spotify.com/v1/audio-analysis/3AcL0ZDl6o7qdoHMGJCnTx,188958,4,afrobeats
7ChKhsA9btouZiw6bKbWvJ,Park O X3,Lojay,3ONGmday8YN8AkbsRk01iL,LV N ATTN,50,0.832,0.545,8,-6.061,1,0.0944,0.112,0.0546,0.0956,0.55,97.009,audio_features,7ChKhsA9btouZiw6bKbWvJ,spotify:track:7ChKhsA9btouZiw6bKbWvJ,https://api.spotify.com/v1/tracks/7ChKhsA9btouZiw6bKbWvJ,https://api.spotify.com/v1/audio-analysis/7ChKhsA9btouZiw6bKbWvJ,160790,4,afrobeats
7GJcwc79aepayf4gR25XhG,LIKE IT,Amaarae,21UPYSRWFKwtqvSAnFnSvS,LIKE IT,49,0.762,0.36,5,-13.101,0,0.0854,0.656,0.485,0.104,0.55,91.016,audio_features,7GJcwc79aepayf4gR25XhG,spotify:track:7GJcwc79aepayf4gR25XhG,https://api.spotify.com/v1/tracks/7GJcwc79aepayf4gR25XhG,https://api.spotify.com/v1/audio-analysis/7GJcwc79aepayf4gR25XhG,236720,4,afrobeats
4lzkcjVC7xT3HBIg2PjJ30,Ghetto Love,WizKid,3tVQdUvClmAT7URs9V3rsp,Ghetto Love,58,0.807,0.774,4,-4.553,0,0.235,0.206,0.000338,0.127,0.767,98.048,audio_features,4lzkcjVC7xT3HBIg2PjJ30,spotify:track:4lzkcjVC7xT3HBIg2PjJ30,https://api.spotify.com/v1/tracks/4lzkcjVC7xT3HBIg2PjJ30,https://api.spotify.com/v1/audio-analysis/4lzkcjVC7xT3HBIg2PjJ30,198367,4,afrobeats
2Gs5qWN9jVIYV7gDdEVNNn,PARTY SAD FACE/CRAZY WURLD,Amaarae,21UPYSRWFKwtqvSAnFnSvS,THE ANGEL YOU DON'T KNOW,46,0.774,0.64,0,-7.806,0,0.133,0.324,0.107,0.212,0.71,95.007,audio_features,2Gs5qWN9jVIYV7gDdEVNNn,spotify:track:2Gs5qWN9jVIYV7gDdEVNNn,https://api.spotify.com/v1/tracks/2Gs5qWN9jVIYV7gDdEVNNn,https://api.spotify.com/v1/audio-analysis/2Gs5qWN9jVIYV7gDdEVNNn,232785,4,afrobeats
2M6LmH53eUJdyG00LjKouA,LV N ATTN feat. Wizkid,Lojay,3ONGmday8YN8AkbsRk01iL,LV N ATTN,61,0.539,0.579,11,-5.198,1,0.211,0.194,0.000151,0.111,0.295,91.991,audio_features,2M6LmH53eUJdyG00LjKouA,spotify:track:2M6LmH53eUJdyG00LjKouA,https://api.spotify.com/v1/tracks/2M6LmH53eUJdyG00LjKouA,https://api.spotify.com/v1/audio-analysis/2M6LmH53eUJdyG00LjKouA,213913,4,afrobeats
21xc6P6bNUkRUL6tFzS8mP,100 METERS,Teni,3ukrG1BmfEiuo0KDj8YTTS,WONDALAND,37,0.715,0.696,11,-4.113,0,0.0461,0.514,1.81e-06,0.124,0.527,95.014,audio_features,21xc6P6bNUkRUL6tFzS8mP,spotify:track:21xc6P6bNUkRUL6tFzS8mP,https://api.spotify.com/v1/tracks/21xc6P6bNUkRUL6tFzS8mP,https://api.spotify.com/v1/audio-analysis/21xc6P6bNUkRUL6tFzS8mP,285474,4,afrobeats
6w2WWyBAOXQeP6waVT9s5O,Deep End,BenjiFlow,3NRpcByltnHx7oZxWbg8Lt,Deep End,54,0.533,0.622,1,-5.77,1,0.072,0.146,0.114,0.118,0.666,99.93,audio_features,6w2WWyBAOXQeP6waVT9s5O,spotify:track:6w2WWyBAOXQeP6waVT9s5O,https://api.spotify.com/v1/tracks/6w2WWyBAOXQeP6waVT9s5O,https://api.spotify.com/v1/audio-analysis/6w2WWyBAOXQeP6waVT9s5O,202360,4,afrobeats
