track_uri,track_name,artist_name,artist_uri,album,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
0mDRuZmReEm6DquPLJlcEm,Oleku (feat. Brymo),Ice Prince,1sSt1DqqqFLkPwfrqafVyn,Oleku (feat. Brymo),51,0.544,0.73,1,-4.299,0,0.144,0.344,1.36e-06,0.14,0.751,162.112,audio_features,0mDRuZmReEm6DquPLJlcEm,spotify:track:0mDRuZmReEm6DquPLJlcEm,https://api.spotify.com/v1/tracks/0mDRuZmReEm6DquPLJlcEm,https://api.spotify.com/v1/audio-analysis/0mDRuZmReEm6DquPLJlcEm,291364,5,afrobeats
1tvi8tv0eykhNcV1WtaIqO,Move Back,5five,37zb1JQnDV9dRLatrASEj1,Move Back,45,0.793,0.734,11,-9.252,0,0.0981,0.323,1.64e-06,0.777,0.793,125.032,audio_features,1tvi8tv0eykhNcV1WtaIqO,spotify:track:1tvi8tv0eykhNcV1WtaIqO,https://api.spotify.com/v1/tracks/1tvi8tv0eykhNcV1WtaIqO,https://api.spotify.com/v1/audio-analysis/1tvi8tv0eykhNcV1WtaIqO,237107,4,afrobeats
5YgyvTZmdkIfFOnj8ri8mZ,Pakurumo,WizKid,3tVQdUvClmAT7URs9V3rsp,Superstar,49,0.879,0.737,2,-5.412,1,0.0421,0.525,0.00576,0.268,0.967,119.99,audio_features,5YgyvTZmdkIfFOnj8ri8mZ,spotify:track:5YgyvTZmdkIfFOnj8ri8mZ,https://api.spotify.com/v1/tracks/5YgyvTZmdkIfFOnj8ri8mZ,https://api.spotify.com/v1/audio-analysis/5YgyvTZmdkIfFOnj8ri8mZ,212006,4,afrobeats
2cWdhA4ZDBvYuHRKKIPT3k,The Matter (feat. Wizkid),Maleek Berry,520qA5VGL9iI0SbmEnTVNg,The Matter (feat. Wizkid),49,0.697,0.841,2,-6.782,1,0.271,0.224,0.0,0.336,0.808,103.07,audio_features,2cWdhA4ZDBvYuHRKKIPT3k,spotify:track:2cWdhA4ZDBvYuHRKKIPT3k,https://api.spotify.com/v1/tracks/2cWdhA4ZDBvYuHRKKIPT3k,https://api.spotify.com/v1/audio-analysis/2cWdhA4ZDBvYuHRKKIPT3k,198058,4,afrobeats
4voOsb8qpJ569JaMiGAyrl,Slow Down (feat. Wiz Kid),R2Bees,0LFsP7WPfu5inz9a1amcE4,Refuse to Be Broke: Da Revolution 2,53,0.52,0.717,6,-3.006,0,0.389,0.116,0.0,0.249,0.704,135.55,audio_features,4voOsb8qpJ569JaMiGAyrl,spotify:track:4voOsb8qpJ569JaMiGAyrl,https://api.spotify.com/v1/tracks/4voOsb8qpJ569JaMiGAyrl,https://api.spotify.com/v1/audio-analysis/4voOsb8qpJ569JaMiGAyrl,261547,5,afrobeats
4bv9fcxjNNBDP6GNAgrvbp,Like to Party,Burna Boy,3wcj11K77LjEY1PkEazffa,Like to Party,43,0.451,0.717,7,-6.972,1,0.338,0.136,0.0,0.121,0.757,108.955,audio_features,4bv9fcxjNNBDP6GNAgrvbp,spotify:track:4bv9fcxjNNBDP6GNAgrvbp,https://api.spotify.com/v1/tracks/4bv9fcxjNNBDP6GNAgrvbp,https://api.spotify.com/v1/audio-analysis/4bv9fcxjNNBDP6GNAgrvbp,246400,3,afrobeats
5uQdQMW0TshEPngJC0pPSg,Yahooze,Olu Maintain,0MhOwPj45dpyuqe8pxKXoc,Olu Maintain,42,0.83,0.707,5,-7.325,1,0.0778,0.0688,0.0,0.122,0.821,112.978,audio_features,5uQdQMW0TshEPngJC0pPSg,spotify:track:5uQdQMW0TshEPngJC0pPSg,https://api.spotify.com/v1/tracks/5uQdQMW0TshEPngJC0pPSg,https://api.spotify.com/v1/audio-analysis/5uQdQMW0TshEPngJC0pPSg,255713,4,afrobeats
07ANhZt44fsOCbHYq3MYPc,Bumper To Bumper,Wande Coal,1fYVmAFB7sC7eDoF3mJXla,Best Of Wande Coal,0,0.771,0.735,5,-9.162,0,0.116,0.148,0.0,0.288,0.385,119.983,audio_features,07ANhZt44fsOCbHYq3MYPc,spotify:track:07ANhZt44fsOCbHYq3MYPc,https://api.spotify.com/v1/tracks/07ANhZt44fsOCbHYq3MYPc,https://api.spotify.com/v1/audio-analysis/07ANhZt44fsOCbHYq3MYPc,225933,4,afrobeats
02zOOqmlnTCtLPg98cTqPw,Dami Duro,DaVido,0Y3agQaa6g2r0YmHPOO9rh,Best Of Davido,0,0.659,0.995,0,-0.735,0,0.194,0.188,0.0,0.216,0.707,124.983,audio_features,02zOOqmlnTCtLPg98cTqPw,spotify:track:02zOOqmlnTCtLPg98cTqPw,https://api.spotify.com/v1/tracks/02zOOqmlnTCtLPg98cTqPw,https://api.spotify.com/v1/audio-analysis/02zOOqmlnTCtLPg98cTqPw,250251,4,afrobeats
5JEw4FrNlWmHxgBkw0jbEj,Gongo Aso,9ice,0AJdNiFdUdmiU2TNg5fSzH,Gongo Aso,0,0.824,0.965,4,-2.742,1,0.0409,0.245,9.84e-05,0.0983,0.902,110.03,audio_features,5JEw4FrNlWmHxgBkw0jbEj,spotify:track:5JEw4FrNlWmHxgBkw0jbEj,https://api.spotify.com/v1/tracks/5JEw4FrNlWmHxgBkw0jbEj,https://api.spotify.com/v1/audio-analysis/5JEw4FrNlWmHxgBkw0jbEj,224307,4,afrobeats
6C6xlP5zYRhYSNI5ORl6Wd,Don't Dull,WizKid,3tVQdUvClmAT7URs9V3rsp,Superstar,51,0.816,0.799,8,-2.173,0,0.238,0.531,0.0,0.0834,0.925,110.008,audio_features,6C6xlP5zYRhYSNI5ORl6Wd,spotify:track:6C6xlP5zYRhYSNI5ORl6Wd,https://api.spotify.com/v1/tracks/6C6xlP5zYRhYSNI5ORl6Wd,https://api.spotify.com/v1/audio-analysis/6C6xlP5zYRhYSNI5ORl6Wd,279353,4,afrobeats
1rVyxy6CRo3dB5z5oNKZfc,Swagger,Ruff-N-Smooth,4KSIIR6dY7MPuq5WRWfS56,Life Is Rough & Smooth,43,0.747,0.78,9,-10.149,0,0.0398,0.23,0.0,0.11,0.915,109.991,audio_features,1rVyxy6CRo3dB5z5oNKZfc,spotify:track:1rVyxy6CRo3dB5z5oNKZfc,https://api.spotify.com/v1/tracks/1rVyxy6CRo3dB5z5oNKZfc,https://api.spotify.com/v1/audio-analysis/1rVyxy6CRo3dB5z5oNKZfc,283220,4,afrobeats
2oiMs23DJaCEj0KSj6ZOjv,Kolom,BukBak,1E0CW7edfYKv66MrCVSnmV,Kolom,41,0.765,0.861,8,-2.81,1,0.165,0.209,0.0,0.345,0.905,127.978,audio_features,2oiMs23DJaCEj0KSj6ZOjv,spotify:track:2oiMs23DJaCEj0KSj6ZOjv,https://api.spotify.com/v1/tracks/2oiMs23DJaCEj0KSj6ZOjv,https://api.spotify.com/v1/audio-analysis/2oiMs23DJaCEj0KSj6ZOjv,280738,4,afrobeats
7vpMQ2vmU6O2qFG7aNKwiL,Skin Tight (feat. Efya),Mr Eazi,4TAoP0f9OuWZUesao43xUW,Skin Tight (feat. Efya),0,0.654,0.439,9,-7.114,0,0.263,0.152,1.11e-05,0.111,0.512,111.358,audio_features,7vpMQ2vmU6O2qFG7aNKwiL,spotify:track:7vpMQ2vmU6O2qFG7aNKwiL,https://api.spotify.com/v1/tracks/7vpMQ2vmU6O2qFG7aNKwiL,https://api.spotify.com/v1/audio-analysis/7vpMQ2vmU6O2qFG7aNKwiL,248627,3,afrobeats
1XD2smsByGKUCgHhyZyVtF,Amorawa - Bonus Track,Wande Coal,1fYVmAFB7sC7eDoF3mJXla,Wanted,37,0.551,0.786,8,-3.444,1,0.216,0.0154,0.0,0.183,0.544,195.844,audio_features,1XD2smsByGKUCgHhyZyVtF,spotify:track:1XD2smsByGKUCgHhyZyVtF,https://api.spotify.com/v1/tracks/1XD2smsByGKUCgHhyZyVtF,https://api.spotify.com/v1/audio-analysis/1XD2smsByGKUCgHhyZyVtF,242449,4,afrobeats
1uUicV3BDzRccm6azPFnrl,Tonight,Burna Boy,3wcj11K77LjEY1PkEazffa,L.I.F.E - Leaving an Impact for Eternity (Deluxe Edition),46,0.796,0.676,5,-6.51,0,0.0525,0.0359,6.26e-06,0.0549,0.733,112.019,audio_features,1uUicV3BDzRccm6azPFnrl,spotify:track:1uUicV3BDzRccm6azPFnrl,https://api.spotify.com/v1/tracks/1uUicV3BDzRccm6azPFnrl,https://api.spotify.com/v1/audio-analysis/1uUicV3BDzRccm6azPFnrl,250000,4,afrobeats
0TDFU3SY7Z7l74c7M7kJFO,Kiss Your Hand (feat. Wande Coal),R2Bees,0LFsP7WPfu5inz9a1amcE4,Da Revolution,47,0.754,0.946,5,-3.581,1,0.0537,0.188,0.0,0.0706,0.923,125.013,audio_features,0TDFU3SY7Z7l74c7M7kJFO,spotify:track:0TDFU3SY7Z7l74c7M7kJFO,https://api.spotify.com/v1/tracks/0TDFU3SY7Z7l74c7M7kJFO,https://api.spotify.com/v1/audio-analysis/0TDFU3SY7Z7l74c7M7kJFO,268213,4,afrobeats
6TARhI06IcFdWyVuuizLy1,Fall in Love,D'banj,5RCdjio4ASMQ8CFaSuAl6C,D'banj Essentials,47,0.767,0.758,6,-7.067,1,0.0793,0.0395,0.0,0.276,0.893,104.983,audio_features,6TARhI06IcFdWyVuuizLy1,spotify:track:6TARhI06IcFdWyVuuizLy1,https://api.spotify.com/v1/tracks/6TARhI06IcFdWyVuuizLy1,https://api.spotify.com/v1/audio-analysis/6TARhI06IcFdWyVuuizLy1,256841,4,afrobeats
57Gu531HyBd4QmPsQXl165,No Lele,WizKid,3tVQdUvClmAT7URs9V3rsp,Superstar,45,0.559,0.835,6,-4.256,0,0.185,0.54,0.0,0.243,0.935,136.29,audio_features,57Gu531HyBd4QmPsQXl165,spotify:track:57Gu531HyBd4QmPsQXl165,https://api.spotify.com/v1/tracks/57Gu531HyBd4QmPsQXl165,https://api.spotify.com/v1/audio-analysis/57Gu531HyBd4QmPsQXl165,218175,5,afrobeats
405XbnXle3IZ5Aj2bZT3Nu,The Thing,Drumz,4fGcqONONvUtBpp8G84u7s,The Thing,39,0.799,0.92,6,-2.888,0,0.121,0.552,0.0,0.0919,0.961,125.017,audio_features,405XbnXle3IZ5Aj2bZT3Nu,spotify:track:405XbnXle3IZ5Aj2bZT3Nu,https://api.spotify.com/v1/tracks/405XbnXle3IZ5Aj2bZT3Nu,https://api.spotify.com/v1/audio-analysis/405XbnXle3IZ5Aj2bZT3Nu,292532,4,afrobeats
53C1jcNfeMGnlZLTbVrgU2,Malonogede,Timaya,7gEgjd9W1P1iAD9FbubrqC,Upgrade,40,0.738,0.931,7,-2.379,1,0.185,0.229,0.0,0.251,0.921,128.001,audio_features,53C1jcNfeMGnlZLTbVrgU2,spotify:track:53C1jcNfeMGnlZLTbVrgU2,https://api.spotify.com/v1/tracks/53C1jcNfeMGnlZLTbVrgU2,https://api.spotify.com/v1/audio-analysis/53C1jcNfeMGnlZLTbVrgU2,190267,4,afrobeats
12n8d0AfedBQysTcN4Tg6W,Obianuju,Duncan Mighty,5N47dnIfPuGH8kIHpf8gZK,Legacy (Ahamefuna),51,0.696,0.693,1,-4.031,1,0.101,0.187,0.0,0.0771,0.935,108.928,audio_features,12n8d0AfedBQysTcN4Tg6W,spotify:track:12n8d0AfedBQysTcN4Tg6W,https://api.spotify.com/v1/tracks/12n8d0AfedBQysTcN4Tg6W,https://api.spotify.com/v1/audio-analysis/12n8d0AfedBQysTcN4Tg6W,221080,4,afrobeats
1zWSf29jBrScFFxwhr1OLa,Wengeze,Eazzy,0kLj779fKzLC2dxFJjsVXm,Bo Wonsem Ma Me,0,0.876,0.847,7,-5.642,1,0.22,0.134,0.0114,0.115,0.759,124.95,audio_features,1zWSf29jBrScFFxwhr1OLa,spotify:track:1zWSf29jBrScFFxwhr1OLa,https://api.spotify.com/v1/tracks/1zWSf29jBrScFFxwhr1OLa,https://api.spotify.com/v1/audio-analysis/1zWSf29jBrScFFxwhr1OLa,213120,4,afrobeats
0c5mtgPNP2jBk9fdVtZ3lf,Tease Me / Bad Guys,WizKid,3tVQdUvClmAT7URs9V3rsp,Superstar,44,0.613,0.951,9,-2.305,0,0.261,0.00376,0.0,0.0774,0.93,104.427,audio_features,0c5mtgPNP2jBk9fdVtZ3lf,spotify:track:0c5mtgPNP2jBk9fdVtZ3lf,https://api.spotify.com/v1/tracks/0c5mtgPNP2jBk9fdVtZ3lf,https://api.spotify.com/v1/audio-analysis/0c5mtgPNP2jBk9fdVtZ3lf,188817,4,afrobeats
5odE6ttDuVxOebSaXsjTVz,Soke,Burna Boy,3wcj11K77LjEY1PkEazffa,On A Spaceship,0,0.647,0.497,9,-11.174,1,0.104,0.599,5.86e-06,0.102,0.883,203.868,audio_features,5odE6ttDuVxOebSaXsjTVz,spotify:track:5odE6ttDuVxOebSaXsjTVz,https://api.spotify.com/v1/tracks/5odE6ttDuVxOebSaXsjTVz,https://api.spotify.com/v1/audio-analysis/5odE6ttDuVxOebSaXsjTVz,218867,4,afrobeats
0tjRxRv1JonYbxX0RD1Smw,Karolina,Awilo Longomba,0WDUZIWwoxCyAfT7NFFSFT,Mondongo,51,0.637,0.977,4,-3.083,1,0.0494,0.0862,0.0,0.15,0.942,120.009,audio_features,0tjRxRv1JonYbxX0RD1Smw,spotify:track:0tjRxRv1JonYbxX0RD1Smw,https://api.spotify.com/v1/tracks/0tjRxRv1JonYbxX0RD1Smw,https://api.spotify.com/v1/audio-analysis/0tjRxRv1JonYbxX0RD1Smw,272213,4,afrobeats
3sIofHrXIc1o5OFkP9Kk6N,Igwe,MidnightCrew,0OMSLorUnoVqtEqfXw0Ejz,IGWE,0,0.521,0.886,9,-0.679,1,0.239,0.231,0.0,0.0782,0.744,115.051,audio_features,3sIofHrXIc1o5OFkP9Kk6N,spotify:track:3sIofHrXIc1o5OFkP9Kk6N,https://api.spotify.com/v1/tracks/3sIofHrXIc1o5OFkP9Kk6N,https://api.spotify.com/v1/audio-analysis/3sIofHrXIc1o5OFkP9Kk6N,311693,4,afrobeats
0r6z4y1ipgGloVF3ZPSfZ7,Aben Wo Aha,Daddy Lumba,5yeOizI77ma33LNac9KiZr,Aben Wa Ha,0,0.786,0.784,0,-5.167,1,0.0458,0.111,0.000929,0.0665,0.954,114.434,audio_features,0r6z4y1ipgGloVF3ZPSfZ7,spotify:track:0r6z4y1ipgGloVF3ZPSfZ7,https://api.spotify.com/v1/tracks/0r6z4y1ipgGloVF3ZPSfZ7,https://api.spotify.com/v1/audio-analysis/0r6z4y1ipgGloVF3ZPSfZ7,312707,4,afrobeats
4Ql8dfmVkKEVz0ZMnvw8xi,Chingam (feat. Bisa Kdei),Sarkodie,01DTVE3KmoPogPZaOvMqO8,Chingam (feat. Bisa Kdei),39,0.768,0.851,0,-4.947,0,0.144,0.311,0.0,0.386,0.701,107.981,audio_features,4Ql8dfmVkKEVz0ZMnvw8xi,spotify:track:4Ql8dfmVkKEVz0ZMnvw8xi,https://api.spotify.com/v1/tracks/4Ql8dfmVkKEVz0ZMnvw8xi,https://api.spotify.com/v1/audio-analysis/4Ql8dfmVkKEVz0ZMnvw8xi,214014,4,afrobeats
7AJcPmSg6OhbdTkOSXQ8YO,Hol' it,Shatta Wale,42q0rYXtR561ypg1Fcw1PI,Hol' it,0,0.712,0.446,2,-8.349,0,0.34,0.0533,0.0,0.254,0.641,111.323,audio_features,7AJcPmSg6OhbdTkOSXQ8YO,spotify:track:7AJcPmSg6OhbdTkOSXQ8YO,https://api.spotify.com/v1/tracks/7AJcPmSg6OhbdTkOSXQ8YO,https://api.spotify.com/v1/audio-analysis/7AJcPmSg6OhbdTkOSXQ8YO,229093,4,afrobeats
7ceisg9MpCeJoLaoPfyu0V,Tonga,Joey B,7ACLUXo71FsLZaKMOPDnEJ,Tonga,45,0.901,0.645,1,-4.987,1,0.0589,0.13,7.64e-06,0.0969,0.538,108.04,audio_features,7ceisg9MpCeJoLaoPfyu0V,spotify:track:7ceisg9MpCeJoLaoPfyu0V,https://api.spotify.com/v1/tracks/7ceisg9MpCeJoLaoPfyu0V,https://api.spotify.com/v1/audio-analysis/7ceisg9MpCeJoLaoPfyu0V,202346,4,afrobeats
3dx6COHzPCAB1JFFMj58gW,Ajeei (feat. Nana Boroo & Sarkodie),R2Bees,0LFsP7WPfu5inz9a1amcE4,Refuse to Be Broke: Da Revolution 2,33,0.775,0.852,2,-3.414,0,0.0432,0.389,0.0,0.34,0.475,111.845,audio_features,3dx6COHzPCAB1JFFMj58gW,spotify:track:3dx6COHzPCAB1JFFMj58gW,https://api.spotify.com/v1/tracks/3dx6COHzPCAB1JFFMj58gW,https://api.spotify.com/v1/audio-analysis/3dx6COHzPCAB1JFFMj58gW,220960,4,afrobeats
0hjNPLAN4ZRG57yqOvCL02,You Bad,Wande Coal Ft D'Banj,7tmpexALmQ8dt4wqdkMPZo,51 Lex Records Presents Carnizelas Vol.2,0,0.744,0.747,1,-6.24,1,0.0549,0.405,0.0,0.0867,0.774,120.044,audio_features,0hjNPLAN4ZRG57yqOvCL02,spotify:track:0hjNPLAN4ZRG57yqOvCL02,https://api.spotify.com/v1/tracks/0hjNPLAN4ZRG57yqOvCL02,https://api.spotify.com/v1/audio-analysis/0hjNPLAN4ZRG57yqOvCL02,248000,4,afrobeats
75u7OvDfLHg0574MoNQhyd,Caro (feat. Lax),WizKid,3tVQdUvClmAT7URs9V3rsp,Ayo,53,0.698,0.944,9,-2.48,0,0.0628,0.0214,4.68e-05,0.485,0.915,122.183,audio_features,75u7OvDfLHg0574MoNQhyd,spotify:track:75u7OvDfLHg0574MoNQhyd,https://api.spotify.com/v1/tracks/75u7OvDfLHg0574MoNQhyd,https://api.spotify.com/v1/audio-analysis/75u7OvDfLHg0574MoNQhyd,246832,4,afrobeats
15aJ5bXwxMiTQCqCZrJtAA,Mo Gbono Feli Feli,D'banj,5RCdjio4ASMQ8CFaSuAl6C,Carnival Street Bangers,31,0.772,0.859,10,-6.396,0,0.0896,0.0753,0.00598,0.0718,0.51,105.962,audio_features,15aJ5bXwxMiTQCqCZrJtAA,spotify:track:15aJ5bXwxMiTQCqCZrJtAA,https://api.spotify.com/v1/tracks/15aJ5bXwxMiTQCqCZrJtAA,https://api.spotify.com/v1/audio-analysis/15aJ5bXwxMiTQCqCZrJtAA,258000,4,afrobeats
6aWJGYvtifenSm5hYVYqii,First of All,Olamide,4ovtyvs7j1jSmwhkBGHqSr,YBNL,38,0.923,0.702,0,-6.031,1,0.246,0.066,3.09e-05,0.0999,0.793,124.98,audio_features,6aWJGYvtifenSm5hYVYqii,spotify:track:6aWJGYvtifenSm5hYVYqii,https://api.spotify.com/v1/tracks/6aWJGYvtifenSm5hYVYqii,https://api.spotify.com/v1/audio-analysis/6aWJGYvtifenSm5hYVYqii,186667,4,afrobeats
2dguh4zWtrZK6VIJsEsXhe,Wo Onane No,Kwamz & Flava,3RdldZQW8cYFLEDEH7haJe,DeYaaa,42,0.842,0.61,9,-6.91,1,0.096,0.0281,0.0288,0.0927,0.644,110.003,audio_features,2dguh4zWtrZK6VIJsEsXhe,spotify:track:2dguh4zWtrZK6VIJsEsXhe,https://api.spotify.com/v1/tracks/2dguh4zWtrZK6VIJsEsXhe,https://api.spotify.com/v1/audio-analysis/2dguh4zWtrZK6VIJsEsXhe,209502,4,afrobeats
2iTzNWT7x2NXpMngGZQzPd,U Go Kill Me (feat. El),Sarkodie,01DTVE3KmoPogPZaOvMqO8,Rapperholic,39,0.863,0.886,9,-2.656,0,0.0796,0.121,1.07e-06,0.06,0.781,118.968,audio_features,2iTzNWT7x2NXpMngGZQzPd,spotify:track:2iTzNWT7x2NXpMngGZQzPd,https://api.spotify.com/v1/tracks/2iTzNWT7x2NXpMngGZQzPd,https://api.spotify.com/v1/audio-analysis/2iTzNWT7x2NXpMngGZQzPd,225626,4,afrobeats
5iv7WkYexGay1BNXXLWYI1,Seihor (feat. Dblack),Castro D’destroyer,3kF3qKO6Fi9h8weEzynE5e,Seihor (feat. Dblack),36,0.902,0.897,5,-4.304,0,0.225,0.354,6.27e-05,0.119,0.661,110.96,audio_features,5iv7WkYexGay1BNXXLWYI1,spotify:track:5iv7WkYexGay1BNXXLWYI1,https://api.spotify.com/v1/tracks/5iv7WkYexGay1BNXXLWYI1,https://api.spotify.com/v1/audio-analysis/5iv7WkYexGay1BNXXLWYI1,237035,4,afrobeats
5bPpNuK3qgt1UbI18QEUYx,Final (Baba Nla),WizKid,3tVQdUvClmAT7URs9V3rsp,Final (Baba Nla) - Single,51,0.793,0.726,8,-6.693,0,0.082,0.163,0.0,0.0934,0.902,105.059,audio_features,5bPpNuK3qgt1UbI18QEUYx,spotify:track:5bPpNuK3qgt1UbI18QEUYx,https://api.spotify.com/v1/tracks/5bPpNuK3qgt1UbI18QEUYx,https://api.spotify.com/v1/audio-analysis/5bPpNuK3qgt1UbI18QEUYx,160000,4,afrobeats
6vZyBHBd2evVUqX2USFcdm,Gobe,DaVido,0Y3agQaa6g2r0YmHPOO9rh,Best Of Davido,0,0.631,0.951,9,-5.3,1,0.109,0.171,0.0,0.205,0.776,124.011,audio_features,6vZyBHBd2evVUqX2USFcdm,spotify:track:6vZyBHBd2evVUqX2USFcdm,https://api.spotify.com/v1/tracks/6vZyBHBd2evVUqX2USFcdm,https://api.spotify.com/v1/audio-analysis/6vZyBHBd2evVUqX2USFcdm,238228,4,afrobeats
6YrUPrGLY5CzrgyleP5kgG,Couper décaler,Teeyah,11N8QdhYGEkvG1WBEhNZ3O,Retro Zouk Tunes,36,0.867,0.771,0,-7.59,1,0.103,0.0392,0.0112,0.0726,0.853,140.002,audio_features,6YrUPrGLY5CzrgyleP5kgG,spotify:track:6YrUPrGLY5CzrgyleP5kgG,https://api.spotify.com/v1/tracks/6YrUPrGLY5CzrgyleP5kgG,https://api.spotify.com/v1/audio-analysis/6YrUPrGLY5CzrgyleP5kgG,329561,4,afrobeats
1urrkZaxQUFsoQD54wvjY3,Boom Boom Tah,Mista Silva,2h3gbLjsYV1bTFr0qGYNb5,Full Vim,31,0.78,0.812,2,-6.263,0,0.0676,0.432,8.82e-05,0.264,0.791,126.028,audio_features,1urrkZaxQUFsoQD54wvjY3,spotify:track:1urrkZaxQUFsoQD54wvjY3,https://api.spotify.com/v1/tracks/1urrkZaxQUFsoQD54wvjY3,https://api.spotify.com/v1/audio-analysis/1urrkZaxQUFsoQD54wvjY3,260258,4,afrobeats
5J4FiKDJIdJ8AKx2gaWMt4,Your Number,Ayo Jay,1V6rvT87qMQvo6HAixjlpY,Your Number,66,0.588,0.61,9,-5.008,0,0.234,0.534,0.0,0.303,0.645,99.926,audio_features,5J4FiKDJIdJ8AKx2gaWMt4,spotify:track:5J4FiKDJIdJ8AKx2gaWMt4,https://api.spotify.com/v1/tracks/5J4FiKDJIdJ8AKx2gaWMt4,https://api.spotify.com/v1/audio-analysis/5J4FiKDJIdJ8AKx2gaWMt4,204081,4,afrobeats
2JOO9SzSalKixThDuSAtwY,Premier Gaou,Magic System,6MvRVq0CtpQQlwnIiszV8F,Les plus grands succès du Club Balattou,0,0.842,0.902,7,-5.094,0,0.0602,0.138,0.0,0.0879,0.937,119.014,audio_features,2JOO9SzSalKixThDuSAtwY,spotify:track:2JOO9SzSalKixThDuSAtwY,https://api.spotify.com/v1/tracks/2JOO9SzSalKixThDuSAtwY,https://api.spotify.com/v1/audio-analysis/2JOO9SzSalKixThDuSAtwY,292813,4,afrobeats
04spFw8MYyF8JtnziscOM7,Holla At Your Boy,WizKid,3tVQdUvClmAT7URs9V3rsp,Superstar,41,0.479,0.865,10,-4.964,1,0.362,0.21,0.0,0.0956,0.83,180.138,audio_features,04spFw8MYyF8JtnziscOM7,spotify:track:04spFw8MYyF8JtnziscOM7,https://api.spotify.com/v1/tracks/04spFw8MYyF8JtnziscOM7,https://api.spotify.com/v1/audio-analysis/04spFw8MYyF8JtnziscOM7,261642,4,afrobeats
0ygTK8RCFVhyOKUNG1n4jz,Azonto Ghost,Bisa Kdei,4AN8jBgYwV1ieMsX1Ntxwc,Thanks Giving,38,0.824,0.653,7,-5.826,1,0.0821,0.443,0.024,0.078,0.924,120.02,audio_features,0ygTK8RCFVhyOKUNG1n4jz,spotify:track:0ygTK8RCFVhyOKUNG1n4jz,https://api.spotify.com/v1/tracks/0ygTK8RCFVhyOKUNG1n4jz,https://api.spotify.com/v1/audio-analysis/0ygTK8RCFVhyOKUNG1n4jz,220021,4,afrobeats
6y4nqlHb6WXmHkv3Pa7n3P,Adonai (Remix) [feat. Castro],Sarkodie,01DTVE3KmoPogPZaOvMqO8,Adonai (Remix) [feat. Castro],55,0.831,0.669,6,-4.219,1,0.0765,0.351,0.0,0.0539,0.915,109.973,audio_features,6y4nqlHb6WXmHkv3Pa7n3P,spotify:track:6y4nqlHb6WXmHkv3Pa7n3P,https://api.spotify.com/v1/tracks/6y4nqlHb6WXmHkv3Pa7n3P,https://api.spotify.com/v1/audio-analysis/6y4nqlHb6WXmHkv3Pa7n3P,288131,4,afrobeats
06B0pbiRWZJAfxJXu6R4wY,"Dorobucci (feat. Don Jazzy, Dr Sid, Dr Sid Tiwa Savage, Reekado Banks, Di'ja, Korede Bello & D'prince)",Mavins,5JWBXFlYkBy3n2oN1To790,"Dorobucci (feat. Don Jazzy, Dr Sid, Dr Sid Tiwa Savage, Reekado Banks, Di'ja, Korede Bello & D'prince)",52,0.571,0.736,2,-8.697,1,0.141,0.242,8.02e-06,0.186,0.481,197.952,audio_features,06B0pbiRWZJAfxJXu6R4wY,spotify:track:06B0pbiRWZJAfxJXu6R4wY,https://api.spotify.com/v1/tracks/06B0pbiRWZJAfxJXu6R4wY,https://api.spotify.com/v1/audio-analysis/06B0pbiRWZJAfxJXu6R4wY,266903,3,afrobeats
4kbszKEvLCtJ020xd0OVDX,Odo,R2Bees,0LFsP7WPfu5inz9a1amcE4,Odo,27,0.795,0.871,1,-2.584,0,0.0696,0.0649,5.13e-05,0.0432,0.915,107.985,audio_features,4kbszKEvLCtJ020xd0OVDX,spotify:track:4kbszKEvLCtJ020xd0OVDX,https://api.spotify.com/v1/tracks/4kbszKEvLCtJ020xd0OVDX,https://api.spotify.com/v1/audio-analysis/4kbszKEvLCtJ020xd0OVDX,233080,4,afrobeats
1noPA8QfOmSEurS2PekBsp,Nwa Baby (Ashawo Remix),Flavour,0oKNR4ahj1CPnK2kQmbOfo,Best Of Flavour,0,0.767,0.973,1,0.074,1,0.0742,0.12,0.374,0.113,0.958,100.624,audio_features,1noPA8QfOmSEurS2PekBsp,spotify:track:1noPA8QfOmSEurS2PekBsp,https://api.spotify.com/v1/tracks/1noPA8QfOmSEurS2PekBsp,https://api.spotify.com/v1/audio-analysis/1noPA8QfOmSEurS2PekBsp,262347,4,afrobeats
6v3t7pht6XNt5Wq7co40DM,Personally,P-Square,42IUN9kTPdUdI1kre6L7Wk,Best of P-Square,0,0.764,0.739,6,-4.322,0,0.258,0.097,0.000355,0.0969,0.963,162.546,audio_features,6v3t7pht6XNt5Wq7co40DM,spotify:track:6v3t7pht6XNt5Wq7co40DM,https://api.spotify.com/v1/tracks/6v3t7pht6XNt5Wq7co40DM,https://api.spotify.com/v1/audio-analysis/6v3t7pht6XNt5Wq7co40DM,192720,5,afrobeats
