track_uri,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
430qzMZIM3snAoB2hieW7y,High Way,0.89,0.948,6.0,-4.884,0.0,0.087,0.253,2.62e-05,0.0571,0.774,119.006,audio_features,430qzMZIM3snAoB2hieW7y,spotify:track:430qzMZIM3snAoB2hieW7y,https://api.spotify.com/v1/tracks/430qzMZIM3snAoB2hieW7y,https://api.spotify.com/v1/audio-analysis/430qzMZIM3snAoB2hieW7y,192052.0,4.0,afrobeats
0LaWpOpruJVwVBhe4oJloZ,eWallet (feat. Cassper Nyovest),0.808,0.558,3.0,-9.203,0.0,0.047,0.113,2.32e-06,0.111,0.76,115.036,audio_features,0LaWpOpruJVwVBhe4oJloZ,spotify:track:0LaWpOpruJVwVBhe4oJloZ,https://api.spotify.com/v1/tracks/0LaWpOpruJVwVBhe4oJloZ,https://api.spotify.com/v1/audio-analysis/0LaWpOpruJVwVBhe4oJloZ,173223.0,4.0,afrobeats
2W8T5vBoBnubizngclDq43,World,0.684,0.783,5.0,-5.322,0.0,0.345,0.0337,0.0,0.117,0.923,94.743,audio_features,2W8T5vBoBnubizngclDq43,spotify:track:2W8T5vBoBnubizngclDq43,https://api.spotify.com/v1/tracks/2W8T5vBoBnubizngclDq43,https://api.spotify.com/v1/audio-analysis/2W8T5vBoBnubizngclDq43,131395.0,4.0,afrobeats
1a075hExjtlhASbtEnRoxF,Somebody Baby,0.803,0.85,5.0,-3.309,1.0,0.0561,0.21,0.0,0.138,0.632,109.842,audio_features,1a075hExjtlhASbtEnRoxF,spotify:track:1a075hExjtlhASbtEnRoxF,https://api.spotify.com/v1/tracks/1a075hExjtlhASbtEnRoxF,https://api.spotify.com/v1/audio-analysis/1a075hExjtlhASbtEnRoxF,139636.0,4.0,afrobeats
56zrSYTUQR8iiFShUQqPRe,Kilofese - Remix,0.949,0.732,2.0,-6.407,1.0,0.0647,0.0611,2.64e-06,0.0824,0.645,112.004,audio_features,56zrSYTUQR8iiFShUQqPRe,spotify:track:56zrSYTUQR8iiFShUQqPRe,https://api.spotify.com/v1/tracks/56zrSYTUQR8iiFShUQqPRe,https://api.spotify.com/v1/audio-analysis/56zrSYTUQR8iiFShUQqPRe,216429.0,4.0,afrobeats
5NdwcSBhzSVdyb6kjMk40l,Baddest,0.862,0.792,6.0,-5.358,1.0,0.19,0.595,0.0053,0.0579,0.943,161.996,audio_features,5NdwcSBhzSVdyb6kjMk40l,spotify:track:5NdwcSBhzSVdyb6kjMk40l,https://api.spotify.com/v1/tracks/5NdwcSBhzSVdyb6kjMk40l,https://api.spotify.com/v1/audio-analysis/5NdwcSBhzSVdyb6kjMk40l,227284.0,3.0,afrobeats
2plWFmMWi3hoNujg9Q4ugQ,Sobolo,0.654,0.782,5.0,-3.147,1.0,0.0504,0.521,2.28e-05,0.0643,0.826,101.073,audio_features,2plWFmMWi3hoNujg9Q4ugQ,spotify:track:2plWFmMWi3hoNujg9Q4ugQ,https://api.spotify.com/v1/tracks/2plWFmMWi3hoNujg9Q4ugQ,https://api.spotify.com/v1/audio-analysis/2plWFmMWi3hoNujg9Q4ugQ,199619.0,4.0,afrobeats
5pvhNfGaLFkODASTarNO5v,Back2Back,0.825,0.797,5.0,-5.334,0.0,0.0955,0.401,0.000266,0.0867,0.661,122.97,audio_features,5pvhNfGaLFkODASTarNO5v,spotify:track:5pvhNfGaLFkODASTarNO5v,https://api.spotify.com/v1/tracks/5pvhNfGaLFkODASTarNO5v,https://api.spotify.com/v1/audio-analysis/5pvhNfGaLFkODASTarNO5v,175610.0,4.0,afrobeats
3WF2ToOE7IsAiCQzkwE8nH,Ama Number Ayi '10,0.848,0.581,1.0,-8.518,1.0,0.0528,0.17,0.00758,0.0827,0.43,114.004,audio_features,3WF2ToOE7IsAiCQzkwE8nH,spotify:track:3WF2ToOE7IsAiCQzkwE8nH,https://api.spotify.com/v1/tracks/3WF2ToOE7IsAiCQzkwE8nH,https://api.spotify.com/v1/audio-analysis/3WF2ToOE7IsAiCQzkwE8nH,351660.0,4.0,afrobeats
7ulaqGWVaoTe32dGBXfPD6,Love Cycle (Remix) [feat. Davido],0.765,0.73,10.0,-5.294,0.0,0.239,0.2,0.0,0.117,0.749,98.992,audio_features,7ulaqGWVaoTe32dGBXfPD6,spotify:track:7ulaqGWVaoTe32dGBXfPD6,https://api.spotify.com/v1/tracks/7ulaqGWVaoTe32dGBXfPD6,https://api.spotify.com/v1/audio-analysis/7ulaqGWVaoTe32dGBXfPD6,158636.0,4.0,afrobeats
0GxJEhybpzAcQg3ZXYm3dE,"Mignon garçon (feat. Naza, KeBlack & Dry)",0.692,0.668,8.0,-6.944,0.0,0.0554,0.0281,1.16e-06,0.372,0.942,116.988,audio_features,0GxJEhybpzAcQg3ZXYm3dE,spotify:track:0GxJEhybpzAcQg3ZXYm3dE,https://api.spotify.com/v1/tracks/0GxJEhybpzAcQg3ZXYm3dE,https://api.spotify.com/v1/audio-analysis/0GxJEhybpzAcQg3ZXYm3dE,314627.0,4.0,afrobeats
3NEXGg6cMdI0GsVLGICfRK,Rush,0.825,0.841,11.0,-4.813,1.0,0.107,0.35,0.000435,0.238,0.643,119.97,audio_features,3NEXGg6cMdI0GsVLGICfRK,spotify:track:3NEXGg6cMdI0GsVLGICfRK,https://api.spotify.com/v1/tracks/3NEXGg6cMdI0GsVLGICfRK,https://api.spotify.com/v1/audio-analysis/3NEXGg6cMdI0GsVLGICfRK,150073.0,4.0,afrobeats
79fxhzh6O3mJjsKQpIjTVy,Loved By You (feat. Burna Boy),0.782,0.725,1.0,-6.97,1.0,0.0964,0.0715,2.45e-06,0.115,0.633,100.995,audio_features,79fxhzh6O3mJjsKQpIjTVy,spotify:track:79fxhzh6O3mJjsKQpIjTVy,https://api.spotify.com/v1/tracks/79fxhzh6O3mJjsKQpIjTVy,https://api.spotify.com/v1/audio-analysis/79fxhzh6O3mJjsKQpIjTVy,159250.0,4.0,afrobeats
3n8cVzL2mibNoBC6aR5lo0,MOSLADO,0.891,0.614,3.0,-7.749,0.0,0.0745,0.0431,0.0286,0.123,0.655,109.938,audio_features,3n8cVzL2mibNoBC6aR5lo0,spotify:track:3n8cVzL2mibNoBC6aR5lo0,https://api.spotify.com/v1/tracks/3n8cVzL2mibNoBC6aR5lo0,https://api.spotify.com/v1/audio-analysis/3n8cVzL2mibNoBC6aR5lo0,206000.0,4.0,afrobeats
71TzFU94sgkDdT8HU4r9Hc,Mr Money - Remix,0.861,0.82,2.0,-5.988,1.0,0.0674,0.15,0.0,0.283,0.917,120.018,audio_features,71TzFU94sgkDdT8HU4r9Hc,spotify:track:71TzFU94sgkDdT8HU4r9Hc,https://api.spotify.com/v1/tracks/71TzFU94sgkDdT8HU4r9Hc,https://api.spotify.com/v1/audio-analysis/71TzFU94sgkDdT8HU4r9Hc,160054.0,4.0,afrobeats
0b4OhI29MieZpxusw0HGEJ,The Best (feat. Mayorkun),0.793,0.858,3.0,-5.2,1.0,0.0466,0.252,0.000331,0.353,0.637,115.975,audio_features,0b4OhI29MieZpxusw0HGEJ,spotify:track:0b4OhI29MieZpxusw0HGEJ,https://api.spotify.com/v1/tracks/0b4OhI29MieZpxusw0HGEJ,https://api.spotify.com/v1/audio-analysis/0b4OhI29MieZpxusw0HGEJ,171724.0,4.0,afrobeats
2SPEpN57RA0zuaL5LbWS65,PERU PERU,0.792,0.791,11.0,-5.976,0.0,0.0462,0.0942,0.00894,0.0682,0.899,103.977,audio_features,2SPEpN57RA0zuaL5LbWS65,spotify:track:2SPEpN57RA0zuaL5LbWS65,https://api.spotify.com/v1/tracks/2SPEpN57RA0zuaL5LbWS65,https://api.spotify.com/v1/audio-analysis/2SPEpN57RA0zuaL5LbWS65,151786.0,4.0,afrobeats
2mhTbkTtJkiMESpHUW8b0f,Go Low,0.871,0.44,1.0,-8.198,0.0,0.0568,0.347,0.108,0.083,0.796,112.021,audio_features,2mhTbkTtJkiMESpHUW8b0f,spotify:track:2mhTbkTtJkiMESpHUW8b0f,https://api.spotify.com/v1/tracks/2mhTbkTtJkiMESpHUW8b0f,https://api.spotify.com/v1/audio-analysis/2mhTbkTtJkiMESpHUW8b0f,175714.0,4.0,afrobeats
5i9aozAI1B6RGzurSP1vas,I Got A Friend (feat. Mayorkun & Sho Madjozi),0.83,0.797,0.0,-4.84,0.0,0.0395,0.0297,0.00749,0.237,0.516,112.004,audio_features,5i9aozAI1B6RGzurSP1vas,spotify:track:5i9aozAI1B6RGzurSP1vas,https://api.spotify.com/v1/tracks/5i9aozAI1B6RGzurSP1vas,https://api.spotify.com/v1/audio-analysis/5i9aozAI1B6RGzurSP1vas,278571.0,4.0,afrobeats
7JfdTV5cPKLeaqJng5qcdZ,Currently,0.852,0.827,2.0,-7.062,0.0,0.0502,0.218,1.58e-06,0.118,0.761,112.045,audio_features,7JfdTV5cPKLeaqJng5qcdZ,spotify:track:7JfdTV5cPKLeaqJng5qcdZ,https://api.spotify.com/v1/tracks/7JfdTV5cPKLeaqJng5qcdZ,https://api.spotify.com/v1/audio-analysis/7JfdTV5cPKLeaqJng5qcdZ,218674.0,4.0,afrobeats
3ggrPNfZORUj84x7EPh4bM,Squander,0.834,0.756,6.0,-7.106,1.0,0.142,0.0559,1.12e-05,0.0932,0.75,112.989,audio_features,3ggrPNfZORUj84x7EPh4bM,spotify:track:3ggrPNfZORUj84x7EPh4bM,https://api.spotify.com/v1/tracks/3ggrPNfZORUj84x7EPh4bM,https://api.spotify.com/v1/audio-analysis/3ggrPNfZORUj84x7EPh4bM,189027.0,4.0,afrobeats
7DKJ72R0ekTMoxaToI4Mgg,Barawo - Remix,0.852,0.792,8.0,-2.923,0.0,0.0942,0.286,0.0,0.106,0.492,111.167,audio_features,7DKJ72R0ekTMoxaToI4Mgg,spotify:track:7DKJ72R0ekTMoxaToI4Mgg,https://api.spotify.com/v1/tracks/7DKJ72R0ekTMoxaToI4Mgg,https://api.spotify.com/v1/audio-analysis/7DKJ72R0ekTMoxaToI4Mgg,211958.0,4.0,afrobeats
4v3qLQwGwm9NPdIzaPeWvI,Mr Money,0.917,0.821,7.0,-5.833,0.0,0.0482,0.172,2.14e-06,0.0388,0.965,120.024,audio_features,4v3qLQwGwm9NPdIzaPeWvI,spotify:track:4v3qLQwGwm9NPdIzaPeWvI,https://api.spotify.com/v1/tracks/4v3qLQwGwm9NPdIzaPeWvI,https://api.spotify.com/v1/audio-analysis/4v3qLQwGwm9NPdIzaPeWvI,124056.0,4.0,afrobeats
6yprUAj991lNqvnbVmR34N,Baby Mi,0.84,0.255,5.0,-18.132,1.0,0.13,0.349,9.58e-05,0.0904,0.694,95.0,audio_features,6yprUAj991lNqvnbVmR34N,spotify:track:6yprUAj991lNqvnbVmR34N,https://api.spotify.com/v1/tracks/6yprUAj991lNqvnbVmR34N,https://api.spotify.com/v1/audio-analysis/6yprUAj991lNqvnbVmR34N,164989.0,4.0,afrobeats
1UM3RVanAaakxcx9GkfNTL,KOLO (feat. Oxlade),0.629,0.741,11.0,-1.521,0.0,0.146,0.532,0.0,0.119,0.816,103.715,audio_features,1UM3RVanAaakxcx9GkfNTL,spotify:track:1UM3RVanAaakxcx9GkfNTL,https://api.spotify.com/v1/tracks/1UM3RVanAaakxcx9GkfNTL,https://api.spotify.com/v1/audio-analysis/1UM3RVanAaakxcx9GkfNTL,168013.0,4.0,afrobeats
6vg6CHlcsjLXCDKZHYtzwd,Kilofeshe,0.901,0.809,9.0,-5.323,0.0,0.0584,0.0683,5.49e-06,0.0786,0.714,112.027,audio_features,6vg6CHlcsjLXCDKZHYtzwd,spotify:track:6vg6CHlcsjLXCDKZHYtzwd,https://api.spotify.com/v1/tracks/6vg6CHlcsjLXCDKZHYtzwd,https://api.spotify.com/v1/audio-analysis/6vg6CHlcsjLXCDKZHYtzwd,165000.0,4.0,afrobeats
6mVZKXh8we6RgiDWXvvEL5,Party Animal,0.779,0.832,6.0,-7.737,1.0,0.078,0.073,7.64e-06,0.163,0.966,114.061,audio_features,6mVZKXh8we6RgiDWXvvEL5,spotify:track:6mVZKXh8we6RgiDWXvvEL5,https://api.spotify.com/v1/tracks/6mVZKXh8we6RgiDWXvvEL5,https://api.spotify.com/v1/audio-analysis/6mVZKXh8we6RgiDWXvvEL5,176849.0,4.0,afrobeats
4NrrZUPAqHxxeKjrWeduc2,Baba Fela Remix,0.814,0.791,9.0,-6.589,1.0,0.27,0.399,6.69e-06,0.106,0.649,119.082,audio_features,4NrrZUPAqHxxeKjrWeduc2,spotify:track:4NrrZUPAqHxxeKjrWeduc2,https://api.spotify.com/v1/tracks/4NrrZUPAqHxxeKjrWeduc2,https://api.spotify.com/v1/audio-analysis/4NrrZUPAqHxxeKjrWeduc2,228850.0,4.0,afrobeats
4r0aW0nezMcvAH5Z9dxxJ9,KPK (Ko Por Ke),0.818,0.836,8.0,-6.113,0.0,0.0391,0.0945,0.42,0.0855,0.317,123.015,audio_features,4r0aW0nezMcvAH5Z9dxxJ9,spotify:track:4r0aW0nezMcvAH5Z9dxxJ9,https://api.spotify.com/v1/tracks/4r0aW0nezMcvAH5Z9dxxJ9,https://api.spotify.com/v1/audio-analysis/4r0aW0nezMcvAH5Z9dxxJ9,191723.0,4.0,afrobeats
5I4C1yjAWDREGD5JLzqux1,Ke Star,0.883,0.54,10.0,-8.794,0.0,0.0644,0.000955,0.0619,0.0528,0.236,112.017,audio_features,5I4C1yjAWDREGD5JLzqux1,spotify:track:5I4C1yjAWDREGD5JLzqux1,https://api.spotify.com/v1/tracks/5I4C1yjAWDREGD5JLzqux1,https://api.spotify.com/v1/audio-analysis/5I4C1yjAWDREGD5JLzqux1,433136.0,4.0,afrobeats
1LCy7LSknQSMxxflErjKqO,Enjoy,0.925,0.877,8.0,-2.849,1.0,0.0687,0.188,0.000132,0.081,0.912,114.063,audio_features,1LCy7LSknQSMxxflErjKqO,spotify:track:1LCy7LSknQSMxxflErjKqO,https://api.spotify.com/v1/tracks/1LCy7LSknQSMxxflErjKqO,https://api.spotify.com/v1/audio-analysis/1LCy7LSknQSMxxflErjKqO,136848.0,4.0,afrobeats
3euLa18XoG0mUmLLnqoh4W,All My Love,0.8,0.657,6.0,-6.462,1.0,0.124,0.0895,0.0,0.113,0.585,107.994,audio_features,3euLa18XoG0mUmLLnqoh4W,spotify:track:3euLa18XoG0mUmLLnqoh4W,https://api.spotify.com/v1/tracks/3euLa18XoG0mUmLLnqoh4W,https://api.spotify.com/v1/audio-analysis/3euLa18XoG0mUmLLnqoh4W,181111.0,4.0,afrobeats
7vy7hwJLzDygQH0GcvLtso,Jerusalema - Remix,0.837,0.449,1.0,-7.019,1.0,0.0554,0.0301,5.37e-05,0.0604,0.825,124.021,audio_features,7vy7hwJLzDygQH0GcvLtso,spotify:track:7vy7hwJLzDygQH0GcvLtso,https://api.spotify.com/v1/tracks/7vy7hwJLzDygQH0GcvLtso,https://api.spotify.com/v1/audio-analysis/7vy7hwJLzDygQH0GcvLtso,328000.0,4.0,afrobeats
71EKIFqUvCAT1WK1g4tnBa,FEM,0.775,0.687,1.0,-6.174,1.0,0.0725,0.493,8.5e-05,0.0958,0.541,108.017,audio_features,71EKIFqUvCAT1WK1g4tnBa,spotify:track:71EKIFqUvCAT1WK1g4tnBa,https://api.spotify.com/v1/tracks/71EKIFqUvCAT1WK1g4tnBa,https://api.spotify.com/v1/audio-analysis/71EKIFqUvCAT1WK1g4tnBa,202222.0,4.0,afrobeats
09iUvmiC1flOeKXpKZXRa5,Your Body,0.874,0.665,5.0,-6.441,0.0,0.146,0.53,3.46e-06,0.237,0.781,123.06,audio_features,09iUvmiC1flOeKXpKZXRa5,spotify:track:09iUvmiC1flOeKXpKZXRa5,https://api.spotify.com/v1/tracks/09iUvmiC1flOeKXpKZXRa5,https://api.spotify.com/v1/audio-analysis/09iUvmiC1flOeKXpKZXRa5,175610.0,4.0,afrobeats
75Fu1zqi399FwrQpkMcBMN,Gra Gra,0.801,0.73,7.0,-3.593,1.0,0.198,0.395,6.78e-05,0.104,0.866,89.978,audio_features,75Fu1zqi399FwrQpkMcBMN,spotify:track:75Fu1zqi399FwrQpkMcBMN,https://api.spotify.com/v1/tracks/75Fu1zqi399FwrQpkMcBMN,https://api.spotify.com/v1/audio-analysis/75Fu1zqi399FwrQpkMcBMN,203000.0,4.0,afrobeats
4KgkGgO6ReWRUCfCfu5EBR,Isolova,0.843,0.669,7.0,-7.193,1.0,0.0557,0.252,0.0127,0.348,0.568,110.996,audio_features,4KgkGgO6ReWRUCfCfu5EBR,spotify:track:4KgkGgO6ReWRUCfCfu5EBR,https://api.spotify.com/v1/tracks/4KgkGgO6ReWRUCfCfu5EBR,https://api.spotify.com/v1/audio-analysis/4KgkGgO6ReWRUCfCfu5EBR,188264.0,4.0,afrobeats
0Bc66CwO7NENnqW60RBDzG,Activate,0.787,0.699,4.0,-3.405,0.0,0.0384,0.69,3.56e-06,0.152,0.611,108.022,audio_features,0Bc66CwO7NENnqW60RBDzG,spotify:track:0Bc66CwO7NENnqW60RBDzG,https://api.spotify.com/v1/tracks/0Bc66CwO7NENnqW60RBDzG,https://api.spotify.com/v1/audio-analysis/0Bc66CwO7NENnqW60RBDzG,217778.0,4.0,afrobeats
7IvDnvjEr63IpQvWsPsOPo,Nobody (Icons Remix),0.778,0.803,6.0,-4.749,0.0,0.0478,0.152,0.0,0.284,0.893,108.003,audio_features,7IvDnvjEr63IpQvWsPsOPo,spotify:track:7IvDnvjEr63IpQvWsPsOPo,https://api.spotify.com/v1/tracks/7IvDnvjEr63IpQvWsPsOPo,https://api.spotify.com/v1/audio-analysis/7IvDnvjEr63IpQvWsPsOPo,171667.0,4.0,afrobeats
6DWErydPjjZyH06gOkhxRL,Holy Ground (feat. Nicki Minaj),0.802,0.682,6.0,-5.406,1.0,0.0626,0.619,0.000626,0.215,0.763,105.013,audio_features,6DWErydPjjZyH06gOkhxRL,spotify:track:6DWErydPjjZyH06gOkhxRL,https://api.spotify.com/v1/tracks/6DWErydPjjZyH06gOkhxRL,https://api.spotify.com/v1/audio-analysis/6DWErydPjjZyH06gOkhxRL,162286.0,4.0,afrobeats
398G0odwKJ892uyEYDlMBh,Onyeka (Baby),0.825,0.685,2.0,-5.21,1.0,0.0776,0.155,0.00977,0.102,0.304,102.03,audio_features,398G0odwKJ892uyEYDlMBh,spotify:track:398G0odwKJ892uyEYDlMBh,https://api.spotify.com/v1/tracks/398G0odwKJ892uyEYDlMBh,https://api.spotify.com/v1/audio-analysis/398G0odwKJ892uyEYDlMBh,202147.0,4.0,afrobeats
5jJdswW6cxt662UZ1ega9o,Tanana (feat. Tiwa Savage),0.766,0.736,6.0,-5.716,1.0,0.187,0.37,0.0,0.143,0.916,95.934,audio_features,5jJdswW6cxt662UZ1ega9o,spotify:track:5jJdswW6cxt662UZ1ega9o,https://api.spotify.com/v1/tracks/5jJdswW6cxt662UZ1ega9o,https://api.spotify.com/v1/audio-analysis/5jJdswW6cxt662UZ1ega9o,222000.0,4.0,afrobeats
1dQCpX5OFr0IV5OeCTkyvJ,Something Fishy,0.688,0.852,4.0,-3.895,1.0,0.0547,0.0677,3.43e-05,0.103,0.292,116.877,audio_features,1dQCpX5OFr0IV5OeCTkyvJ,spotify:track:1dQCpX5OFr0IV5OeCTkyvJ,https://api.spotify.com/v1/tracks/1dQCpX5OFr0IV5OeCTkyvJ,https://api.spotify.com/v1/audio-analysis/1dQCpX5OFr0IV5OeCTkyvJ,173013.0,4.0,afrobeats
3dDZtDWCHDuOgQZSOavpfA,On My Way (feat. Sauti Sol),0.759,0.698,7.0,-4.641,1.0,0.0388,0.523,0.0,0.22,0.885,105.02,audio_features,3dDZtDWCHDuOgQZSOavpfA,spotify:track:3dDZtDWCHDuOgQZSOavpfA,https://api.spotify.com/v1/tracks/3dDZtDWCHDuOgQZSOavpfA,https://api.spotify.com/v1/audio-analysis/3dDZtDWCHDuOgQZSOavpfA,230857.0,4.0,afrobeats
6G7Jnkix0H7nBxqjqGbD50,Pretty Girl,0.8,0.751,10.0,-3.604,0.0,0.0781,0.00969,0.000782,0.0381,0.646,93.999,audio_features,6G7Jnkix0H7nBxqjqGbD50,spotify:track:6G7Jnkix0H7nBxqjqGbD50,https://api.spotify.com/v1/tracks/6G7Jnkix0H7nBxqjqGbD50,https://api.spotify.com/v1/audio-analysis/6G7Jnkix0H7nBxqjqGbD50,186783.0,4.0,afrobeats
1F7xMfEowsK6i0kODlO0Xl,Roma (feat. Terri),0.729,0.834,6.0,-4.192,1.0,0.185,0.173,1.15e-06,0.0966,0.792,100.018,audio_features,1F7xMfEowsK6i0kODlO0Xl,spotify:track:1F7xMfEowsK6i0kODlO0Xl,https://api.spotify.com/v1/tracks/1F7xMfEowsK6i0kODlO0Xl,https://api.spotify.com/v1/audio-analysis/1F7xMfEowsK6i0kODlO0Xl,179920.0,4.0,afrobeats
5KFNlqNaoXZ9n0yg0vD41l,Green Light,0.897,0.721,10.0,-3.693,0.0,0.155,0.519,0.0462,0.083,0.961,100.096,audio_features,5KFNlqNaoXZ9n0yg0vD41l,spotify:track:5KFNlqNaoXZ9n0yg0vD41l,https://api.spotify.com/v1/tracks/5KFNlqNaoXZ9n0yg0vD41l,https://api.spotify.com/v1/audio-analysis/5KFNlqNaoXZ9n0yg0vD41l,194425.0,4.0,afrobeats
5xJx1eGxsfrba2kAihEEo4,Fierce,0.646,0.809,7.0,-5.32,0.0,0.239,0.168,0.0,0.62,0.728,101.746,audio_features,5xJx1eGxsfrba2kAihEEo4,spotify:track:5xJx1eGxsfrba2kAihEEo4,https://api.spotify.com/v1/tracks/5xJx1eGxsfrba2kAihEEo4,https://api.spotify.com/v1/audio-analysis/5xJx1eGxsfrba2kAihEEo4,216241.0,3.0,afrobeats
0NSMuDeRydRdRwvll6uOLT,Padi,0.571,0.939,10.0,-2.676,1.0,0.192,0.195,0.0,0.126,0.908,197.821,audio_features,0NSMuDeRydRdRwvll6uOLT,spotify:track:0NSMuDeRydRdRwvll6uOLT,https://api.spotify.com/v1/tracks/0NSMuDeRydRdRwvll6uOLT,https://api.spotify.com/v1/audio-analysis/0NSMuDeRydRdRwvll6uOLT,164848.0,4.0,afrobeats
5RsOSZ3CIbBe6n4Jf4N319,As E Dey Go,0.858,0.888,1.0,-3.442,1.0,0.0718,0.00725,0.316,0.0424,0.878,118.033,audio_features,5RsOSZ3CIbBe6n4Jf4N319,spotify:track:5RsOSZ3CIbBe6n4Jf4N319,https://api.spotify.com/v1/tracks/5RsOSZ3CIbBe6n4Jf4N319,https://api.spotify.com/v1/audio-analysis/5RsOSZ3CIbBe6n4Jf4N319,197485.0,4.0,afrobeats
3QO1m6i0nsrp8aOnapvbkx,Blessed (feat. Damian Marley),0.612,0.651,1.0,-6.974,0.0,0.281,0.0864,0.0,0.368,0.902,90.272,audio_features,3QO1m6i0nsrp8aOnapvbkx,spotify:track:3QO1m6i0nsrp8aOnapvbkx,https://api.spotify.com/v1/tracks/3QO1m6i0nsrp8aOnapvbkx,https://api.spotify.com/v1/audio-analysis/3QO1m6i0nsrp8aOnapvbkx,262973.0,4.0,afrobeats
54nChLooSgU5bUQCV2oVOY,"Jerusalema (feat. Micro TDH, Greeicy & Nomcebo Zikode) [Remix]",0.841,0.587,1.0,-6.489,1.0,0.0435,0.00351,2.19e-06,0.0669,0.802,124.006,audio_features,54nChLooSgU5bUQCV2oVOY,spotify:track:54nChLooSgU5bUQCV2oVOY,https://api.spotify.com/v1/tracks/54nChLooSgU5bUQCV2oVOY,https://api.spotify.com/v1/audio-analysis/54nChLooSgU5bUQCV2oVOY,218982.0,4.0,afrobeats
66ABSWrCRWaiCOIvXcvmkD,Temptation,0.698,0.785,4.0,-5.854,0.0,0.0514,0.249,6.15e-05,0.197,0.607,104.911,audio_features,66ABSWrCRWaiCOIvXcvmkD,spotify:track:66ABSWrCRWaiCOIvXcvmkD,https://api.spotify.com/v1/tracks/66ABSWrCRWaiCOIvXcvmkD,https://api.spotify.com/v1/audio-analysis/66ABSWrCRWaiCOIvXcvmkD,168185.0,4.0,afrobeats
2tjbSkPKKH1GFUhSr96tq0,Oh My Gawd (feat. Nicki Minaj & K4MO),0.817,0.866,7.0,-3.86,0.0,0.216,0.151,0.0,0.0946,0.83,94.007,audio_features,2tjbSkPKKH1GFUhSr96tq0,spotify:track:2tjbSkPKKH1GFUhSr96tq0,https://api.spotify.com/v1/tracks/2tjbSkPKKH1GFUhSr96tq0,https://api.spotify.com/v1/audio-analysis/2tjbSkPKKH1GFUhSr96tq0,180000.0,4.0,afrobeats
0jRXd7px9NwqXroICToQbO,AG Baby,0.609,0.714,2.0,-6.084,1.0,0.0844,0.0484,1.24e-05,0.546,0.68,183.803,audio_features,0jRXd7px9NwqXroICToQbO,spotify:track:0jRXd7px9NwqXroICToQbO,https://api.spotify.com/v1/tracks/0jRXd7px9NwqXroICToQbO,https://api.spotify.com/v1/audio-analysis/0jRXd7px9NwqXroICToQbO,158700.0,4.0,afrobeats
5a5xc61F5jtn3G1LTdgp7E,Check,0.774,0.628,8.0,-5.014,1.0,0.0526,0.103,0.0,0.0981,0.688,102.092,audio_features,5a5xc61F5jtn3G1LTdgp7E,spotify:track:5a5xc61F5jtn3G1LTdgp7E,https://api.spotify.com/v1/tracks/5a5xc61F5jtn3G1LTdgp7E,https://api.spotify.com/v1/audio-analysis/5a5xc61F5jtn3G1LTdgp7E,210941.0,4.0,afrobeats
07xUYSaZGIxV3KgNx717VB,Karma,0.58,0.918,8.0,-4.851,1.0,0.334,0.213,0.00153,0.0856,0.498,199.868,audio_features,07xUYSaZGIxV3KgNx717VB,spotify:track:07xUYSaZGIxV3KgNx717VB,https://api.spotify.com/v1/tracks/07xUYSaZGIxV3KgNx717VB,https://api.spotify.com/v1/audio-analysis/07xUYSaZGIxV3KgNx717VB,165931.0,4.0,afrobeats
6mbYge62CUBPQkMzhLWcfN,Comfort You,0.726,0.63,9.0,-7.237,1.0,0.126,0.0495,2.19e-06,0.0984,0.658,96.122,audio_features,6mbYge62CUBPQkMzhLWcfN,spotify:track:6mbYge62CUBPQkMzhLWcfN,https://api.spotify.com/v1/tracks/6mbYge62CUBPQkMzhLWcfN,https://api.spotify.com/v1/audio-analysis/6mbYge62CUBPQkMzhLWcfN,260000.0,4.0,afrobeats
6auzoDx8DfFCIPW76Q8vW9,Betty Butter,0.88,0.567,2.0,-4.049,1.0,0.0585,0.576,0.0,0.346,0.823,110.086,audio_features,6auzoDx8DfFCIPW76Q8vW9,spotify:track:6auzoDx8DfFCIPW76Q8vW9,https://api.spotify.com/v1/tracks/6auzoDx8DfFCIPW76Q8vW9,https://api.spotify.com/v1/audio-analysis/6auzoDx8DfFCIPW76Q8vW9,129802.0,4.0,afrobeats
2YLlWggRiwD6UAFQj3rRmh,Lo Lo,0.725,0.704,7.0,-4.592,1.0,0.251,0.0636,0.163,0.0991,0.483,204.004,audio_features,2YLlWggRiwD6UAFQj3rRmh,spotify:track:2YLlWggRiwD6UAFQj3rRmh,https://api.spotify.com/v1/tracks/2YLlWggRiwD6UAFQj3rRmh,https://api.spotify.com/v1/audio-analysis/2YLlWggRiwD6UAFQj3rRmh,171730.0,4.0,afrobeats
4204hwPYuToiuSunPFUoML,True Love (feat. Tay Iwar & Projexx),0.85,0.542,4.0,-3.602,0.0,0.167,0.229,4.9e-05,0.079,0.622,119.747,audio_features,4204hwPYuToiuSunPFUoML,spotify:track:4204hwPYuToiuSunPFUoML,https://api.spotify.com/v1/tracks/4204hwPYuToiuSunPFUoML,https://api.spotify.com/v1/audio-analysis/4204hwPYuToiuSunPFUoML,247333.0,5.0,afrobeats
